file,psys,pkg,cores,ram,gpu,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1175601.exe ,  0.50,  0.08,  0.07,  0.02,  0.00,   40139963,    4597000,          0,  100656985, c++, iotlab1, mult, 15
1175601.exe ,  0.07,  0.03,  0.04,  0.00,  0.00,    3624030,    3657000,          0,   15953173, c++, iotlab1, mult, 15
1175601.exe ,  0.08,  0.04,  0.03,  0.00,  0.00,    3584125,    1807000,    1807000,   15754308, c++, iotlab1, mult, 15
1175601.exe ,  0.08,  0.03,  0.03,  0.00,  0.00,    3624499,    2722000,     907000,   15811946, c++, iotlab1, mult, 15
1175601.exe ,  0.06,  0.03,  0.03,  0.00,  0.00,    3670436,    2744000,     914000,   15889980, c++, iotlab1, mult, 15
1175601.exe ,  0.08,  0.04,  0.03,  0.00,  0.00,    3606976,    3599000,          0,   15787725, c++, iotlab1, mult, 15
1175601.exe ,  0.08,  0.04,  0.03,  0.00,  0.00,    3565421,    2377000,    1188000,   15750258, c++, iotlab1, mult, 15
1175601.exe ,  0.06,  0.03,  0.03,  0.00,  0.00,    3574177,    2681000,     893000,   15718746, c++, iotlab1, mult, 15
1175601.exe ,  0.06,  0.03,  0.03,  0.00,  0.00,    3633343,    2729000,     909000,   15818933, c++, iotlab1, mult, 15
1175601.exe ,  0.07,  0.03,  0.03,  0.00,  0.00,    3622392,    2718000,     906000,   15849492, c++, iotlab1, mult, 15
1315752.exe ,  0.06,  0.03,  0.03,  0.00,  0.00,    3731974,    3702000,          0,   15910782, c++, iotlab1, mult, 15
1315752.exe ,  0.08,  0.04,  0.03,  0.00,  0.00,    3695979,    2773000,     924000,   15980005, c++, iotlab1, mult, 15
1315752.exe ,  0.06,  0.03,  0.03,  0.00,  0.00,    3656802,    3664000,          0,   15786668, c++, iotlab1, mult, 15
1315752.exe ,  0.06,  0.03,  0.04,  0.00,  0.00,    3732204,    2798000,     932000,   16166096, c++, iotlab1, mult, 15
1315752.exe ,  0.07,  0.03,  0.04,  0.00,  0.00,    3688081,    1833000,    1833000,   15937464, c++, iotlab1, mult, 15
1315752.exe ,  0.08,  0.04,  0.04,  0.00,  0.00,    3645328,    3689000,          0,   15949024, c++, iotlab1, mult, 15
1315752.exe ,  0.07,  0.03,  0.04,  0.00,  0.00,    3675339,    1838000,    1838000,   15946874, c++, iotlab1, mult, 15
1315752.exe ,  0.07,  0.03,  0.04,  0.00,  0.00,    3628699,    2722000,     907000,   15932571, c++, iotlab1, mult, 15
1315752.exe ,  0.09,  0.04,  0.04,  0.00,  0.00,    3665300,    3671000,          0,   16058345, c++, iotlab1, mult, 15
1315752.exe ,  0.07,  0.03,  0.04,  0.00,  0.00,    3706738,    2756000,     918000,   15971862, c++, iotlab1, mult, 15
1322787.exe ,  0.52,  0.22,  0.21,  0.02,  0.00,   25967504,   20963000,    4991000,   38747811, c++, iotlab1, mult, 15
1322787.exe ,  0.51,  0.21,  0.20,  0.02,  0.00,   25990581,   18715000,    7278000,   39042874, c++, iotlab1, mult, 15
1322787.exe ,  0.52,  0.24,  0.24,  0.02,  0.00,   24477104,   18598000,    5873000,   37343226, c++, iotlab1, mult, 15
1322787.exe ,  0.52,  0.23,  0.23,  0.02,  0.00,   24577162,   16715000,    7866000,   37006105, c++, iotlab1, mult, 15
1322787.exe ,  0.52,  0.24,  0.24,  0.02,  0.00,   24540782,   18633000,    5884000,   36881655, c++, iotlab1, mult, 15
1322787.exe ,  0.54,  0.24,  0.24,  0.02,  0.00,   24940860,   16942000,    7972000,   37279946, c++, iotlab1, mult, 15
1322787.exe ,  0.52,  0.24,  0.24,  0.02,  0.00,   24574860,   20603000,    3924000,   36918567, c++, iotlab1, mult, 15
1322787.exe ,  0.52,  0.24,  0.24,  0.02,  0.00,   24402694,   17573000,    6834000,   36796766, c++, iotlab1, mult, 15
1322787.exe ,  0.54,  0.24,  0.23,  0.02,  0.00,   24344461,   17531000,    6817000,   36641002, c++, iotlab1, mult, 15
1322787.exe ,  0.53,  0.24,  0.23,  0.02,  0.00,   24451305,   17316000,    7130000,   36767500, c++, iotlab1, mult, 15
1323960.exe ,  0.24,  0.11,  0.11,  0.01,  0.00,   10802053,    5810000,    4842000,   23183047, c++, iotlab1, mult, 15
1323960.exe ,  0.23,  0.11,  0.10,  0.01,  0.00,   10537147,    6698000,    3827000,   22989346, c++, iotlab1, mult, 15
1323960.exe ,  0.23,  0.11,  0.10,  0.01,  0.00,   10568465,    3840000,    6720000,   22901967, c++, iotlab1, mult, 15
1323960.exe ,  0.21,  0.10,  0.10,  0.01,  0.00,   10292661,    7201000,    3086000,   22704232, c++, iotlab1, mult, 15
1323960.exe ,  0.24,  0.11,  0.10,  0.01,  0.00,   10508610,    2861000,    7629000,   22888681, c++, iotlab1, mult, 15
1323960.exe ,  0.23,  0.11,  0.10,  0.01,  0.00,   10486123,    6289000,    4193000,   22809169, c++, iotlab1, mult, 15
1323960.exe ,  0.22,  0.10,  0.10,  0.01,  0.00,   10464446,    7328000,    3140000,   22927857, c++, iotlab1, mult, 15
