,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo,temposoma_medio,desvio_temposoma,slope_individual
30,301392.exe  ,0.15,0.0,59.332661625,0.9178364180052645,59.337625,0.9196916517915126,0.002528118508285444
81,6887307.exe ,0.19875,0.0033071891388307415,78.02488500000001,2.9110584061523896,78.06475,2.9075435400867167,0.0025472642478101696
97,8493082.exe ,0.19625,0.0048412291827592754,78.80988125,2.0659749153712963,78.83699999999999,2.0624682421797402,0.0024901699747200165
83,704949.exe  ,0.19875,0.0033071891388307415,79.16390125000001,1.5329111187052527,79.20250000000001,1.5267035566867608,0.0025106140155011624
90,7808721.exe ,0.20125,0.005994789404140905,79.458763125,1.6955622675999265,79.4805,1.6818141990124815,0.0025327602908115365
87,7517992.exe ,0.2025,0.004330127018922197,79.606041875,2.903248686289741,79.64837499999999,2.903979938700508,0.0025437767690795646
96,8437313.exe ,0.20125,0.0033071891388307415,79.939620375,1.5047748713027624,79.96875,1.5143719614084272,0.002517525090260976
9,1581847.exe ,0.20625000000000002,0.0048412291827592754,80.67338262499999,1.4482136769606868,80.704375,1.4511818405613417,0.002556605329898302
21,2302763.exe ,0.20375000000000001,0.006959705453537534,80.72065875000001,1.616073582851873,80.72425,1.6116852011171416,0.002524136982467329
66,6076028.exe ,0.2025,0.006614378277661483,80.739526625,1.3179033741212758,80.77112500000001,1.3274270636743093,0.00250806523724773
1,1054386.exe ,0.20500000000000002,0.007071067811865481,80.766908,1.8874152836844749,80.78787500000001,1.9069374948788937,0.002538168230978955
0,1009412.exe ,0.20375000000000001,0.0048412291827592754,80.867118125,1.094965746287005,80.88900000000001,1.083806832419873,0.0025195654887200792
92,7960822.exe ,0.20500000000000002,0.0050000000000000044,80.97542025,2.256642992718594,81.00687500000001,2.274895131511562,0.0025316324307683973
74,6590346.exe ,0.20625000000000002,0.008569568250501314,81.451135125,1.7067902756948827,81.46574999999999,1.7153920652433934,0.002532193071139842
42,3989839.exe ,0.20875000000000002,0.005994789404140905,81.60249375000001,1.6985393092223193,81.611125,1.7326739766542896,0.0025581326060884015
59,5247219.exe ,0.20750000000000002,0.008291561975888507,81.91883537499999,2.4289907616439157,81.95425,2.4449269288671984,0.0025329949949865244
18,2209249.exe ,0.20875000000000002,0.009270248108869587,81.9769795,2.0654725449134537,82.00637499999999,2.0686468969775866,0.00254644659114331
71,6435957.exe ,0.20625000000000002,0.006959705453537534,82.19578975,0.9142080370667458,82.21975,0.9223128197634476,0.002509252610472059
22,2311858.exe ,0.21250000000000002,0.009682458365518551,83.149741375,1.832846355580503,83.18374999999999,1.8273450515707192,0.002555630318098509
50,4469483.exe ,0.21250000000000002,0.008291561975888507,83.29848625,1.7940532347070108,83.30775,1.8238014386166106,0.0025510667668345536
53,472510.exe  ,0.21250000000000002,0.009682458365518551,83.95409087499999,1.2242921104714382,83.99562500000002,1.2242670192302834,0.0025311452698164906
40,3777153.exe ,0.21500000000000002,0.007071067811865481,84.0542925,1.7533222643843898,84.07925,1.762615652233919,0.002557870557294858
29,301119.exe  ,0.21000000000000002,0.010000000000000009,84.251228,3.1220614670962985,84.285,3.145552932315716,0.0024925452718623877
8,1523561.exe ,0.22000000000000003,0.0,84.88576287500001,0.8705010631128541,84.90025,0.82754799709745,0.0025917184760884436
61,5678075.exe ,0.21875000000000003,0.0033071891388307415,85.145925625,1.4208618106641242,85.17775,1.4319481266791751,0.002569118820358118
36,3403339.exe ,0.22000000000000003,0.0,85.518308875,1.1952226511235724,85.529375,1.191814681221456,0.002572548532520312
77,670905.exe  ,0.21875000000000003,0.0033071891388307415,85.66051787500001,1.6394490959094654,85.700125,1.633693395155592,0.0025536852382705725
16,212989.exe  ,0.22000000000000003,0.0,86.2742005,1.280974030423038,86.279625,1.2220551273878757,0.0025500091420725484
28,2787179.exe ,0.21750000000000003,0.009682458365518532,86.45393387499999,3.4742108158190197,86.48512500000001,3.4853500339815238,0.0025157906673682878
70,6416193.exe ,0.22375,0.0048412291827592486,86.801670375,1.7643154814377682,86.834125,1.7499113861493116,0.0025777153715286437
44,4045462.exe ,0.22250000000000003,0.004330127018922173,86.987909875,1.8103995797436176,87.02425,1.8102626708574638,0.0025578267177557017
7,1488692.exe ,0.22125000000000003,0.0033071891388307233,86.9954365,1.4244355686657062,87.018125,1.4054835855942993,0.002543236851280125
41,3960987.exe ,0.22375,0.0048412291827592486,88.53330975,1.1883065904438102,88.566,1.1853866457827114,0.0025272973599634345
26,2653264.exe ,0.22999999999999998,0.0,89.30548637499999,0.9410596807337649,89.31075,0.8976631815441692,0.00257542967779397
78,6763878.exe ,0.22999999999999998,0.0,91.12942025000001,0.9252029317908786,91.14175,0.9333718109628143,0.002523883059598417
33,3075283.exe ,0.275,0.0050000000000000044,108.84427725,2.150766003055001,108.869,2.152797250091144,0.002526545326479257
32,3068084.exe ,0.2775,0.008291561975888507,110.279330125,4.345455990177166,110.310125,4.3508253365740845,0.002516337374242824
93,815487.exe  ,0.29125,0.0033071891388307415,111.7350835,0.15262268597836384,111.77375,0.15692414568829366,0.0026066119152271454
99,943738.exe  ,0.29750000000000004,0.006614378277661469,114.735595125,2.6495142782709,114.74325,2.6327435666049976,0.002592918088548591
48,441794.exe  ,0.30125,0.003307189138830723,117.15109824999999,1.74031008369886,117.176625,1.7401400760786503,0.002571465436518006
17,2136822.exe ,0.30250000000000005,0.004330127018922173,117.500624625,1.504245779341421,117.528875,1.5058577653201515,0.002574454399416347
