,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo,temposoma_medio,desvio_temposoma,slope_individual
0,120780.exe  ,1.8975,0.03897114317029973,767.208586375,15.20488319211203,767.055875,15.260565171689263,0.0024732517775453186
1,1230547.exe ,0.32875,0.005994789404140905,132.11907175,2.0631856019822097,132.191,2.051260283338021,0.0024882857232154296
2,1231818.exe ,0.28500000000000003,0.0050000000000000044,115.68990037500001,2.96295784871258,115.74712500000001,2.965923946997798,0.002463482111024335
3,1290864.exe ,0.18125000000000002,0.003307189138830732,72.479841875,1.6360595829122038,72.541125,1.6376817027050714,0.0025006953010822917
4,1318308.exe ,0.46624999999999994,0.011110243021644496,188.40128262500002,5.234923709623523,188.439125,5.2619440902935235,0.002474770837563983
5,1340102.exe ,0.94875,0.012686114456365286,383.976598375,4.975127456938493,383.930625,4.909853967723988,0.0024708537031036194
6,1570142.exe ,0.10375000000000001,0.0048412291827592685,43.30553437499999,1.1136941772119189,43.366375000000005,1.123160043971917,0.0023957676887574495
7,1647016.exe ,1.3775000000000002,0.013919410907075068,556.693108125,4.1717516685765315,556.60825,4.087242491888636,0.002474433363544885
8,1751912.exe ,0.91375,0.006959705453537534,369.205290875,2.9769009194840765,369.21375,2.9453149555692595,0.002474910361751462
9,1920040.exe ,0.28125,0.0033071891388307415,113.47342412500001,1.9382370479477886,113.563,1.944211408257853,0.002478553918406311
10,1983458.exe ,2.57625,0.027357585785299073,1038.873314625,10.577489717919306,1038.81225,10.591651945636206,0.002479850010325796
11,2079662.exe ,0.9662499999999999,0.008569568250501312,389.795689625,4.572371821749703,389.81174999999996,4.597611030470079,0.002478862711205384
12,2087440.exe ,1.1062500000000002,0.02057759704144293,447.324026125,8.770690104983867,447.24087499999996,8.711493161873843,0.0024730395315070114
13,2095380.exe ,0.34500000000000003,0.0050000000000000044,140.29227187499998,2.7079343137659566,140.3365,2.7132193976897603,0.002459151850555204
14,2118492.exe ,0.73375,0.0048412291827592754,297.311604,2.794255528748761,297.3435,2.7931172549680032,0.002467949417810144
15,2133666.exe ,2.5612500000000002,0.03756244800329181,1032.9439268750002,15.474867686593804,1032.92125,15.469487109710506,0.002479563443243851
16,214531.exe  ,0.24125,0.0033071891388307415,98.23090775,2.1173003039259535,98.302875,2.1087740773669896,0.0024559479854750705
17,2148414.exe ,0.31625000000000003,0.009921567416492224,128.325825875,2.538441008371596,128.402875,2.5542724227018128,0.0024644298826337094
18,2167825.exe ,0.19875,0.0033071891388307415,81.3836725,1.7348714765993478,81.456875,1.7235751678923061,0.0024421360439343654
19,2270454.exe ,0.1275,0.004330127018922197,50.584178125,1.0983645497423025,50.6605,1.1014110268196893,0.0025205509850319426
20,2279764.exe ,0.83125,0.0033071891388307415,336.670830375,1.707285336040735,336.69525,1.7504702046878655,0.0024690288703482694
21,2282083.exe ,2.11375,0.015761900266148078,853.4006258750001,5.831788458006047,853.4003749999999,5.841326175139959,0.0024768554602743013
22,2344548.exe ,0.20375000000000001,0.0048412291827592754,84.073690625,1.2002035662034534,84.16275,1.210436259164438,0.0024234692028544456
23,2373932.exe ,2.4712500000000004,0.03982383080518503,998.43683675,16.501066675423164,998.4110000000001,16.495843779570645,0.0024751190150837554
24,247789.exe  ,0.1,0.0,40.740448125,0.8407802327877409,40.833375000000004,0.8403290929005133,0.002454563084165879
25,2492423.exe ,0.33125000000000004,0.003307189138830741,133.7778025,1.8146581240296378,133.79125,1.8127147976171067,0.0024761208048697018
26,2513196.exe ,0.34875,0.003307189138830741,143.5416095,1.5915822994217093,143.5885,1.5505353914051754,0.002429609095333434
27,2674105.exe ,0.81125,0.013635890143294655,327.9234255,5.167702624792859,327.97112500000003,5.110477948232936,0.002473900724728798
28,2708553.exe ,2.5637499999999998,0.018666480653835166,1034.749644625,6.67210587725254,1034.7131249999998,6.699314749239266,0.0024776524575943386
29,303419.exe  ,0.21750000000000003,0.008291561975888486,87.7225645,1.8214872467249112,87.791,1.8227552633307649,0.0024794076785112683
30,3104536.exe ,0.15,0.0,62.624802875,0.8673004479435662,62.7025,0.8677493877842851,0.0023952171202742487
31,3163004.exe ,0.325,0.0050000000000000044,131.3666205,1.9623322222899102,131.45024999999998,1.9581560043826913,0.002473992242192148
32,3231389.exe ,1.2487499999999998,0.018998355191963346,504.839489625,7.7169018100207,504.88525,7.718723433152681,0.002473558478809937
33,3388688.exe ,0.46624999999999994,0.009921567416492224,187.46012637500002,2.7168700920140627,187.530375,2.721399728884934,0.0024871955920231356
34,3942378.exe ,0.33875,0.003307189138830741,136.85574375,1.7959901252632695,136.92424999999997,1.8107434764482826,0.002475234072884866
35,396083.exe  ,2.4399999999999995,0.032403703492039394,984.318328875,12.454836629083843,984.2703750000001,12.468904381876323,0.002478872869093814
36,3965275.exe ,2.6137499999999996,0.02689679348918752,1056.1985521249999,10.385433938771772,1056.0321250000002,10.252943716775949,0.0024746767496900196
37,4162716.exe ,0.33625000000000005,0.0048412291827592754,136.05244712500001,2.068188076887741,136.1335,2.0520374631083094,0.002471473370053137
38,4231587.exe ,0.33375,0.0048412291827592754,134.68918675,2.401181765458199,134.76825000000002,2.398488208747341,0.0024779272045014405
39,4261319.exe ,0.335,0.0050000000000000044,135.570490875,2.874840898593976,135.66075,2.874716018583408,0.002471039219802486
40,4263677.exe ,1.3475000000000001,0.012990381056766592,544.5619389999999,5.082883097808714,544.56825,5.071988114881599,0.0024744659945835847
41,4454123.exe ,0.20875000000000002,0.0078062474979980045,84.69206037500001,1.4410308291810536,84.76775,1.4390080567877293,0.0024648119206888523
