file,psys,pkg,cores,ram,gpu,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
10178028.exe,  4.00,  1.51,  1.46,  0.07,  0.00,  130349875,  107976000,   21995000,  152304273, c++, elite, mult, 25
1095744.exe ,  3.68,  1.50,  1.45,  0.07,  0.00,  129520980,  100545000,   28869000,  142183254, c++, elite, mult, 25
1201761.exe ,  3.94,  1.49,  1.44,  0.07,  0.00,  130277706,  108189000,   22038000,  142406140, c++, elite, mult, 25
1289148.exe ,  3.90,  1.48,  1.42,  0.07,  0.00,  128307323,   96458000,   31821000,  140470296, c++, elite, mult, 25
1322833.exe ,  3.92,  1.49,  1.43,  0.07,  0.00,  129128755,   95060000,   34021000,  141378571, c++, elite, mult, 25
1343819.exe ,  3.90,  1.46,  1.42,  0.07,  0.00,  128961340,  102932000,   25983000,  141103386, c++, elite, mult, 25
1349457.exe ,  3.86,  1.42,  1.37,  0.07,  0.00,  132061100,  102035000,   30010000,  145754657, c++, elite, mult, 25
1368556.exe ,  3.93,  1.51,  1.46,  0.07,  0.00,  129633608,  104675000,   24922000,  141780224, c++, elite, mult, 25
1417617.exe ,  0.77,  0.30,  0.30,  0.01,  0.00,   25289035,   24261000,    1010000,   37486466, c++, elite, mult, 25
1449665.exe ,  2.66,  0.94,  0.90,  0.05,  0.00,   90401779,   66270000,   24098000,  103527165, c++, elite, mult, 25
1563740.exe ,  3.92,  1.47,  1.43,  0.07,  0.00,  129481891,  102496000,   26868000,  142893951, c++, elite, mult, 25
1568383.exe ,  3.83,  1.46,  1.42,  0.07,  0.00,  129354777,  103194000,   26049000,  142746455, c++, elite, mult, 25
1600646.exe ,  3.94,  1.46,  1.41,  0.07,  0.00,  129508238,  107564000,   21911000,  141614837, c++, elite, mult, 25
1607191.exe ,  0.20,  0.08,  0.08,  0.00,  0.00,    7328243,    7317000,          0,   21866342, c++, elite, mult, 25
1623932.exe ,  0.76,  0.20,  0.20,  0.02,  0.00,   32036121,   29043000,    3004000,   47629205, c++, elite, mult, 25
163578.exe  ,  0.72,  0.25,  0.24,  0.01,  0.00,   27541279,   24599000,    2951000,   42100256, c++, elite, mult, 25
1658193.exe ,  0.75,  0.30,  0.29,  0.01,  0.00,   25085934,   24147000,     965000,   37270920, c++, elite, mult, 25
1751629.exe ,  0.79,  0.30,  0.29,  0.01,  0.00,   25090062,   24024000,    1001000,   39151999, c++, elite, mult, 25
1799592.exe ,  3.88,  1.46,  1.41,  0.07,  0.00,  129166291,  101336000,   27817000,  142458075, c++, elite, mult, 25
180566.exe  ,  0.82,  0.29,  0.28,  0.02,  0.00,   29346013,   27313000,    2023000,   41969979, c++, elite, mult, 25
182761.exe  ,  3.90,  1.46,  1.41,  0.07,  0.00,  129784145,  110750000,   18957000,  143862037, c++, elite, mult, 25
1873684.exe ,  2.57,  0.91,  0.88,  0.04,  0.00,   87064630,   59029000,   28013000,  100404873, c++, elite, mult, 25
1931123.exe ,  3.93,  1.47,  1.42,  0.07,  0.00,  128787156,  102800000,   25949000,  141093458, c++, elite, mult, 25
1950101.exe ,  3.90,  1.46,  1.41,  0.07,  0.00,  129411323,  102196000,   27051000,  141597016, c++, elite, mult, 25
2102452.exe ,  3.95,  1.44,  1.40,  0.07,  0.00,  128982199,  105959000,   22991000,  141064059, c++, elite, mult, 25
2157682.exe ,  3.86,  1.45,  1.40,  0.07,  0.00,  129177583,   99114000,   30034000,  141270685, c++, elite, mult, 25
2160567.exe ,  4.00,  1.47,  1.42,  0.07,  0.00,  129513445,   92627000,   36851000,  142130736, c++, elite, mult, 25
2219242.exe ,  3.91,  1.42,  1.38,  0.07,  0.00,  132161745,   96036000,   36013000,  145574385, c++, elite, mult, 25
2346376.exe ,  3.92,  1.46,  1.42,  0.07,  0.00,  130201022,  111141000,   19024000,  142375364, c++, elite, mult, 25
2349630.exe ,  3.92,  1.46,  1.41,  0.07,  0.00,  128927165,   95923000,   32973000,  141137731, c++, elite, mult, 25
2351086.exe ,  0.80,  0.31,  0.30,  0.01,  0.00,   25748168,   24721000,    1030000,   37854798, c++, elite, mult, 25
2360855.exe ,  3.94,  1.45,  1.40,  0.07,  0.00,  128775001,  102598000,   26152000,  140929503, c++, elite, mult, 25
2633688.exe ,  2.68,  0.94,  0.91,  0.05,  0.00,   91326570,   60551000,   30772000,  105281650, c++, elite, mult, 25
2741683.exe ,  3.91,  1.46,  1.41,  0.07,  0.00,  129353938,   94157000,   35058000,  143283010, c++, elite, mult, 25
2748277.exe ,  3.89,  1.43,  1.38,  0.07,  0.00,  129667692,  106533000,   23115000,  143112369, c++, elite, mult, 25
2806108.exe ,  2.68,  0.95,  0.92,  0.05,  0.00,   89759466,   54835000,   34895000,  101943739, c++, elite, mult, 25
286654.exe  ,  3.89,  1.46,  1.41,  0.07,  0.00,  129115690,  106073000,   23016000,  141231791, c++, elite, mult, 25
2920460.exe ,  4.01,  1.45,  1.40,  0.07,  0.00,  133631293,  103684000,   29908000,  147608572, c++, elite, mult, 25
299057.exe  ,  3.88,  1.46,  1.41,  0.07,  0.00,  128871583,  102599000,   26152000,  141957419, c++, elite, mult, 25
