file,psys,pkg,cores,ram,gpu,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
10178028.exe,  4.21,  1.40,  1.35,  0.08,  0.00,  161446453,  111126000,   50056000,  192342919, c++, elite, sing, 15
1095744.exe ,  3.81,  1.46,  1.42,  0.07,  0.00,  128590744,   96680000,   31894000,  140764186, c++, elite, sing, 15
1201761.exe ,  3.91,  1.50,  1.45,  0.07,  0.00,  130928093,   96640000,   34226000,  142963766, c++, elite, sing, 15
1289148.exe ,  3.91,  1.48,  1.44,  0.07,  0.00,  131496429,   98332000,   33112000,  143609781, c++, elite, sing, 15
1322833.exe ,  3.93,  1.48,  1.43,  0.07,  0.00,  131980743,   96707000,   35258000,  145694138, c++, elite, sing, 15
1343819.exe ,  4.16,  1.61,  1.57,  0.07,  0.00,  133662644,  102659000,   30897000,  146037323, c++, elite, sing, 15
1349457.exe ,  3.88,  1.46,  1.42,  0.07,  0.00,  129034221,   96981000,   31993000,  141799181, c++, elite, sing, 15
1368556.exe ,  3.87,  1.46,  1.41,  0.07,  0.00,  128590019,  104433000,   24099000,  142605039, c++, elite, sing, 15
1417617.exe ,  0.75,  0.29,  0.29,  0.01,  0.00,   25316004,   25310000,          0,   37379737, c++, elite, sing, 15
1449665.exe ,  2.44,  0.86,  0.82,  0.05,  0.00,   94359991,   58226000,   36140000,  108869954, c++, elite, sing, 15
1563740.exe ,  3.89,  1.46,  1.42,  0.07,  0.00,  129571248,  101434000,   28120000,  143632030, c++, elite, sing, 15
1568383.exe ,  3.84,  1.37,  1.33,  0.07,  0.00,  133937353,  100950000,   32983000,  147688089, c++, elite, sing, 15
1600646.exe ,  3.86,  1.45,  1.41,  0.07,  0.00,  129196412,  106123000,   23026000,  141351931, c++, elite, sing, 15
1607191.exe ,  0.24,  0.09,  0.08,  0.01,  0.00,    7274883,    5138000,    2055000,   20970968, c++, elite, sing, 15
1623932.exe ,  0.73,  0.29,  0.29,  0.01,  0.00,   24498772,   23531000,     980000,   37552977, c++, elite, sing, 15
163578.exe  ,  0.74,  0.28,  0.27,  0.01,  0.00,   26154377,   26167000,          0,   38369227, c++, elite, sing, 15
1658193.exe ,  0.77,  0.30,  0.29,  0.01,  0.00,   25220382,   25210000,          0,   37272334, c++, elite, sing, 15
1751629.exe ,  0.75,  0.30,  0.29,  0.01,  0.00,   25324796,   22418000,    2924000,   37566350, c++, elite, sing, 15
1799592.exe ,  3.84,  1.44,  1.40,  0.07,  0.00,  129742520,  100769000,   28933000,  144170826, c++, elite, sing, 15
180566.exe  ,  0.80,  0.29,  0.28,  0.02,  0.00,   29389550,   29370000,          0,   42006179, c++, elite, sing, 15
182761.exe  ,  3.88,  1.47,  1.42,  0.07,  0.00,  129269740,  103203000,   26051000,  141455182, c++, elite, sing, 15
1873684.exe ,  2.63,  0.94,  0.90,  0.05,  0.00,   89019771,   50961000,   37971000,  101285485, c++, elite, sing, 15
1931123.exe ,  3.89,  1.46,  1.41,  0.07,  0.00,  129355147,  101239000,   28066000,  143073996, c++, elite, sing, 15
1950101.exe ,  3.88,  1.45,  1.40,  0.07,  0.00,  131610104,  107672000,   23927000,  145057937, c++, elite, sing, 15
2102452.exe ,  3.88,  1.46,  1.41,  0.07,  0.00,  129437297,  105270000,   24061000,  143544068, c++, elite, sing, 15
2157682.exe ,  3.93,  1.46,  1.42,  0.07,  0.00,  129788492,  106790000,   22954000,  141945169, c++, elite, sing, 15
2160567.exe ,  3.87,  1.46,  1.42,  0.07,  0.00,  128720384,  101689000,   26917000,  140983305, c++, elite, sing, 15
2219242.exe ,  3.89,  1.46,  1.41,  0.07,  0.00,  129237545,  102069000,   27018000,  141519625, c++, elite, sing, 15
2346376.exe ,  3.92,  1.45,  1.40,  0.07,  0.00,  131019347,  110918000,   19985000,  143659613, c++, elite, sing, 15
2349630.exe ,  3.94,  1.49,  1.44,  0.07,  0.00,  130168610,  104081000,   26020000,  142362106, c++, elite, sing, 15
2351086.exe ,  0.76,  0.30,  0.30,  0.02,  0.00,   25371823,   25355000,          0,   37410892, c++, elite, sing, 15
2360855.exe ,  3.84,  1.47,  1.42,  0.07,  0.00,  129054653,  100224000,   28777000,  141201385, c++, elite, sing, 15
2633688.exe ,  2.66,  0.96,  0.93,  0.05,  0.00,   90373774,   64532000,   25812000,  102584156, c++, elite, sing, 15
2741683.exe ,  3.85,  1.47,  1.43,  0.07,  0.00,  129179675,  107036000,   22007000,  141312077, c++, elite, sing, 15
2748277.exe ,  3.94,  1.46,  1.42,  0.07,  0.00,  129096769,   96981000,   31993000,  141190932, c++, elite, sing, 15
2806108.exe ,  2.66,  0.97,  0.94,  0.05,  0.00,   91351646,   59578000,   31775000,  103566614, c++, elite, sing, 15
286654.exe  ,  3.89,  1.47,  1.42,  0.07,  0.00,  129025174,   96981000,   31993000,  141057560, c++, elite, sing, 15
2920460.exe ,  3.89,  1.47,  1.42,  0.07,  0.00,  129847825,  102833000,   26956000,  141997023, c++, elite, sing, 15
299057.exe  ,  3.99,  1.48,  1.43,  0.07,  0.00,  130043378,   90016000,   40007000,  142188116, c++, elite, sing, 15
302205.exe  ,  3.88,  1.46,  1.42,  0.07,  0.00,  130648373,  104519000,   26129000,  142964629, c++, elite, sing, 15
3135280.exe ,  0.79,  0.32,  0.31,  0.01,  0.00,   25499488,   22490000,    2933000,   38274889, c++, elite, sing, 15
3439806.exe ,  3.88,  1.46,  1.42,  0.07,  0.00,  129392740,  102172000,   27045000,  141529268, c++, elite, sing, 15
346060.exe  ,  0.79,  0.31,  0.30,  0.01,  0.00,   25130584,   25108000,          0,   37273843, c++, elite, sing, 15
3574254.exe ,  0.78,  0.31,  0.30,  0.01,  0.00,   25457469,   24322000,    1013000,   37630894, c++, elite, sing, 15
3639900.exe ,  3.89,  1.46,  1.42,  0.07,  0.00,  128947322,  103949000,   24987000,  141110317, c++, elite, sing, 15
3743333.exe ,  3.87,  1.46,  1.42,  0.07,  0.00,  128483520,  101269000,   27071000,  140584921, c++, elite, sing, 15
3809348.exe ,  0.75,  0.30,  0.29,  0.01,  0.00,   24788003,   24817000,          0,   38684607, c++, elite, sing, 15
3839240.exe ,  3.86,  1.44,  1.40,  0.07,  0.00,  131038711,  105018000,   26004000,  143989315, c++, elite, sing, 15
3840609.exe ,  3.91,  1.48,  1.43,  0.07,  0.00,  129079936,  101033000,   28009000,  141317111, c++, elite, sing, 15
3910898.exe ,  0.74,  0.25,  0.24,  0.01,  0.00,   28093152,   26022000,    2001000,   41773618, c++, elite, sing, 15
3941233.exe ,  3.89,  1.45,  1.41,  0.07,  0.00,  129188953,  103346000,   25836000,  142521683, c++, elite, sing, 15
3943646.exe ,  2.62,  0.96,  0.92,  0.05,  0.00,   89657844,   64384000,   25150000,  101851355, c++, elite, sing, 15
3974796.exe ,  3.94,  1.47,  1.43,  0.07,  0.00,  128799571,  100595000,   28166000,  142099272, c++, elite, sing, 15
3985410.exe ,  0.77,  0.31,  0.30,  0.01,  0.00,   25361012,   25357000,          0,   37437824, c++, elite, sing, 15
3986867.exe ,  0.76,  0.31,  0.30,  0.01,  0.00,   25178113,   25082000,          0,   37315271, c++, elite, sing, 15
4099008.exe ,  0.76,  0.30,  0.30,  0.01,  0.00,   24892221,   23854000,    1037000,   37014596, c++, elite, sing, 15
4158466.exe ,  3.91,  1.46,  1.40,  0.07,  0.00,  129112540,   90068000,   39029000,  142827676, c++, elite, sing, 15
4267692.exe ,  3.89,  1.48,  1.43,  0.07,  0.00,  129660519,   97730000,   31911000,  141818794, c++, elite, sing, 15
4483111.exe ,  3.89,  1.46,  1.41,  0.07,  0.00,  129688113,   98660000,   30893000,  143152591, c++, elite, sing, 15
4548804.exe ,  3.86,  1.48,  1.44,  0.07,  0.00,  129169769,  101099000,   28027000,  141316057, c++, elite, sing, 15
4597164.exe ,  3.91,  1.43,  1.38,  0.07,  0.00,  135096532,  107007000,   28001000,  148852110, c++, elite, sing, 15
4656783.exe ,  3.82,  1.38,  1.33,  0.07,  0.00,  132675213,   97758000,   34913000,  146022429, c++, elite, sing, 15
4910075.exe ,  3.92,  1.48,  1.44,  0.07,  0.00,  129105850,  101048000,   28013000,  141365711, c++, elite, sing, 15
4925138.exe ,  0.78,  0.30,  0.30,  0.01,  0.00,   25308774,   23168000,    2014000,   39404764, c++, elite, sing, 15
4955342.exe ,  3.84,  1.39,  1.35,  0.07,  0.00,  132279377,  110180000,   22036000,  146684246, c++, elite, sing, 15
5011099.exe ,  0.75,  0.30,  0.29,  0.01,  0.00,   25072973,   24077000,    1003000,   39110892, c++, elite, sing, 15
5013886.exe ,  2.23,  0.88,  0.86,  0.04,  0.00,   69165464,   69151000,          0,   81897354, c++, elite, sing, 15
5210278.exe ,  3.85,  1.46,  1.42,  0.07,  0.00,  129060638,  106039000,   23008000,  141124883, c++, elite, sing, 15
5408902.exe ,  3.88,  1.47,  1.42,  0.07,  0.00,  129386724,  107307000,   22063000,  141425285, c++, elite, sing, 15
5585521.exe ,  2.15,  0.86,  0.83,  0.04,  0.00,   67866390,   65860000,    1995000,   80420050, c++, elite, sing, 15
559559.exe  ,  0.74,  0.25,  0.24,  0.02,  0.00,   28122536,   26036000,    2002000,   41801675, c++, elite, sing, 15
579108.exe  ,  0.78,  0.31,  0.29,  0.01,  0.00,   25048024,   24032000,    1001000,   37195093, c++, elite, sing, 15
580014.exe  ,  3.95,  1.47,  1.42,  0.07,  0.00,  130715997,  103760000,   26937000,  143814008, c++, elite, sing, 15
5856149.exe ,  3.97,  1.51,  1.45,  0.07,  0.00,  131313573,   99218000,   32070000,  143490006, c++, elite, sing, 15
5857120.exe ,  3.89,  1.45,  1.41,  0.07,  0.00,  128323601,   98201000,   30061000,  141613113, c++, elite, sing, 15
5860054.exe ,  0.78,  0.25,  0.24,  0.02,  0.00,   30764439,   28780000,    1984000,   44423449, c++, elite, sing, 15
5904708.exe ,  4.02,  1.45,  1.40,  0.07,  0.00,  136269068,  105402000,   30825000,  150405832, c++, elite, sing, 15
5934509.exe ,  0.76,  0.22,  0.21,  0.02,  0.00,   31738879,   29692000,    1979000,   47219190, c++, elite, sing, 15
6138905.exe ,  0.75,  0.29,  0.29,  0.01,  0.00,   25371650,   24351000,    1014000,   37580411, c++, elite, sing, 15
6139086.exe ,  3.90,  1.38,  1.33,  0.07,  0.00,  136676893,  109722000,   26931000,  150812605, c++, elite, sing, 15
618530.exe  ,  2.58,  0.91,  0.87,  0.05,  0.00,   91928788,   69935000,   21979000,  104588297, c++, elite, sing, 15
6317098.exe ,  3.82,  1.44,  1.40,  0.07,  0.00,  128694664,   94473000,   34171000,  140900781, c++, elite, sing, 15
640956.exe  ,  3.90,  1.45,  1.40,  0.07,  0.00,  129058958,  103955000,   24989000,  141950230, c++, elite, sing, 15
6504939.exe ,  3.83,  1.43,  1.38,  0.07,  0.00,  127517121,  101522000,   25878000,  139788505, c++, elite, sing, 15
668883.exe  ,  3.90,  1.46,  1.41,  0.07,  0.00,  129116597,  109148000,   19845000,  141298587, c++, elite, sing, 15
6801844.exe ,  3.98,  1.48,  1.43,  0.07,  0.00,  129276112,  101148000,   28041000,  142790252, c++, elite, sing, 15
6967734.exe ,  3.96,  1.46,  1.41,  0.07,  0.00,  129449839,  103548000,   25887000,  143030101, c++, elite, sing, 15
6977351.exe ,  3.92,  1.43,  1.39,  0.07,  0.00,  132668671,  111557000,   21105000,  145296860, c++, elite, sing, 15
6984030.exe ,  2.59,  0.91,  0.88,  0.05,  0.00,   88236613,   54121000,   34076000,  101598081, c++, elite, sing, 15
7514518.exe ,  3.93,  1.46,  1.41,  0.07,  0.00,  129257473,  105183000,   24041000,  142246947, c++, elite, sing, 15
7693072.exe ,  2.65,  0.87,  0.84,  0.05,  0.00,   98387877,   74291000,   24094000,  113303270, c++, elite, sing, 15
7841352.exe ,  3.91,  1.46,  1.41,  0.07,  0.00,  128906298,   94794000,   33926000,  141138111, c++, elite, sing, 15
796521.exe  ,  3.86,  1.47,  1.42,  0.07,  0.00,  128449716,   99334000,   29097000,  140569508, c++, elite, sing, 15
8026156.exe ,  2.52,  0.91,  0.88,  0.04,  0.00,   86345228,   55209000,   31118000,   98632963, c++, elite, sing, 15
8048609.exe ,  0.78,  0.29,  0.29,  0.01,  0.00,   25275461,   24230000,    1009000,   40460167, c++, elite, sing, 15
8130003.exe ,  3.83,  1.41,  1.36,  0.07,  0.00,  130947069,   98957000,   31986000,  146261942, c++, elite, sing, 15
81481.exe   ,  3.90,  1.45,  1.41,  0.07,  0.00,  128518548,  113426000,   15056000,  140639086, c++, elite, sing, 15
8172060.exe ,  0.79,  0.30,  0.29,  0.01,  0.00,   25692130,   24659000,     986000,   39711152, c++, elite, sing, 15
8194304.exe ,  3.96,  1.47,  1.42,  0.07,  0.00,  130530156,   97550000,   32848000,  143401370, c++, elite, sing, 15
8453236.exe ,  3.93,  1.47,  1.43,  0.07,  0.00,  129192502,  100105000,   29030000,  142200874, c++, elite, sing, 15
