file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1070657.exe ,  4.23,  1.44,  1.36,  0.00,  0.17,  157218740,  152886000,    4023000,  171216610, c++, elite, sing, 10
1070657.exe ,  4.25,  1.50,  1.42,  0.00,  0.17,  151192151,  145133000,    6005000,  164526083, c++, elite, sing, 10
1070657.exe ,  4.31,  1.49,  1.42,  0.00,  0.17,  150369129,  146344000,    4009000,  163510596, c++, elite, sing, 10
1070657.exe ,  4.20,  1.50,  1.42,  0.00,  0.17,  151079861,  146064000,    5002000,  163812515, c++, elite, sing, 10
1070657.exe ,  4.20,  1.48,  1.41,  0.00,  0.17,  152151842,  148129000,    4003000,  164954285, c++, elite, sing, 10
1070657.exe ,  4.33,  1.48,  1.41,  0.00,  0.17,  151177054,  147141000,    4003000,  163935860, c++, elite, sing, 10
1070657.exe ,  4.18,  1.46,  1.38,  0.00,  0.17,  152296840,  150279000,    2003000,  165822269, c++, elite, sing, 10
1070657.exe ,  4.20,  1.48,  1.40,  0.00,  0.17,  151519957,  144459000,    6973000,  164922295, c++, elite, sing, 10
1070657.exe ,  4.30,  1.49,  1.42,  0.00,  0.17,  150537018,  148489000,    2006000,  163068373, c++, elite, sing, 10
1070657.exe ,  4.19,  1.49,  1.42,  0.00,  0.16,  150103194,  146996000,    2999000,  162879684, c++, elite, sing, 10
1096416.exe ,  4.15,  1.45,  1.38,  0.00,  0.16,  151077602,  145941000,    4997000,  164919755, c++, elite, sing, 10
1096416.exe ,  4.38,  1.50,  1.42,  0.00,  0.17,  151077299,  146041000,    5001000,  163918841, c++, elite, sing, 10
1096416.exe ,  4.18,  1.48,  1.40,  0.00,  0.16,  149871380,  147856000,    2011000,  162402534, c++, elite, sing, 10
1096416.exe ,  4.20,  1.49,  1.42,  0.00,  0.16,  149779259,  147756000,    1996000,  162774846, c++, elite, sing, 10
1096416.exe ,  4.67,  1.58,  1.49,  0.00,  0.19,  158702936,  153701000,    4990000,  172143004, c++, elite, sing, 10
1096416.exe ,  4.22,  1.49,  1.41,  0.00,  0.16,  150006808,  144903000,    4996000,  162821653, c++, elite, sing, 10
1096416.exe ,  4.18,  1.48,  1.40,  0.00,  0.16,  150348364,  144354000,    5973000,  163467562, c++, elite, sing, 10
1096416.exe ,  4.27,  1.48,  1.40,  0.00,  0.16,  150154054,  144122000,    6005000,  162891078, c++, elite, sing, 10
1096416.exe ,  4.14,  1.48,  1.41,  0.00,  0.16,  149463683,  147435000,    2005000,  162313375, c++, elite, sing, 10
1096416.exe ,  4.18,  1.49,  1.41,  0.00,  0.16,  149461524,  142468000,    6973000,  162254990, c++, elite, sing, 10
1293444.exe ,  3.63,  1.28,  1.24,  0.00,  0.07,  131260044,  128157000,    3003000,  143916976, c++, elite, sing, 10
1293444.exe ,  3.48,  1.28,  1.23,  0.00,  0.07,  129614993,  125615000,    3987000,  142267671, c++, elite, sing, 10
1293444.exe ,  3.49,  1.30,  1.25,  0.00,  0.07,  130201406,  128092000,    2001000,  143312796, c++, elite, sing, 10
1293444.exe ,  3.69,  1.29,  1.24,  0.00,  0.08,  131406658,  128335000,    2984000,  144521089, c++, elite, sing, 10
1293444.exe ,  3.56,  1.30,  1.25,  0.00,  0.07,  130792751,  126712000,    3990000,  143579024, c++, elite, sing, 10
1293444.exe ,  3.54,  1.30,  1.26,  0.00,  0.07,  131198541,  129191000,    2002000,  144019092, c++, elite, sing, 10
1293444.exe ,  3.52,  1.28,  1.24,  0.00,  0.07,  131218978,  130177000,    1001000,  143675343, c++, elite, sing, 10
1293444.exe ,  3.55,  1.28,  1.24,  0.00,  0.07,  130060275,  128056000,    2000000,  143074156, c++, elite, sing, 10
1293444.exe ,  3.49,  1.28,  1.24,  0.00,  0.07,  129525321,  126506000,    2988000,  142983081, c++, elite, sing, 10
1293444.exe ,  3.46,  1.27,  1.23,  0.00,  0.07,  129594194,  127507000,    2007000,  142389210, c++, elite, sing, 10
1402105.exe , 17.16,  6.15,  5.88,  0.00,  0.58,  617100183,  441045000,  176018000,  629814309, c++, elite, sing, 10
1402105.exe , 17.36,  6.18,  5.91,  0.00,  0.59,  620544325,  429603000,  190823000,  633370681, c++, elite, sing, 10
1402105.exe , 17.24,  6.15,  5.88,  0.00,  0.58,  617832732,  432857000,  184939000,  631138290, c++, elite, sing, 10
1402105.exe , 17.11,  6.15,  5.88,  0.00,  0.58,  617218748,  443386000,  173759000,  630291305, c++, elite, sing, 10
1402105.exe , 17.14,  6.15,  5.88,  0.00,  0.58,  617485019,  426238000,  191106000,  630495456, c++, elite, sing, 10
1402105.exe , 17.22,  6.17,  5.90,  0.00,  0.59,  619253827,  425147000,  194067000,  632025615, c++, elite, sing, 10
1402105.exe , 17.03,  6.15,  5.88,  0.00,  0.58,  617071628,  438030000,  179012000,  629882833, c++, elite, sing, 10
1402105.exe , 17.29,  6.17,  5.90,  0.00,  0.59,  618605809,  441328000,  177131000,  631376309, c++, elite, sing, 10
1402105.exe , 17.41,  6.19,  5.92,  0.00,  0.59,  620872517,  428877000,  191945000,  633813910, c++, elite, sing, 10
1402105.exe , 17.17,  6.15,  5.88,  0.00,  0.58,  617986365,  432668000,  185286000,  630666135, c++, elite, sing, 10
1458177.exe ,  3.95,  1.39,  1.32,  0.00,  0.16,  140587679,  136566000,    4016000,  155415236, c++, elite, sing, 10
1458177.exe ,  3.94,  1.39,  1.33,  0.00,  0.16,  141555318,  137521000,    4015000,  154101706, c++, elite, sing, 10
1458177.exe ,  4.13,  1.41,  1.33,  0.00,  0.16,  141379068,  137364000,    4010000,  154889712, c++, elite, sing, 10
1458177.exe ,  3.94,  1.38,  1.31,  0.00,  0.16,  141969922,  138812000,    3017000,  155050313, c++, elite, sing, 10
1458177.exe ,  3.93,  1.37,  1.30,  0.00,  0.16,  141334156,  136329000,    4975000,  154737964, c++, elite, sing, 10
1458177.exe ,  4.10,  1.41,  1.34,  0.00,  0.16,  141106694,  138003000,    3000000,  154546381, c++, elite, sing, 10
1458177.exe ,  3.97,  1.41,  1.33,  0.00,  0.16,  141844231,  138809000,    3017000,  155137987, c++, elite, sing, 10
1458177.exe ,  3.98,  1.41,  1.34,  0.00,  0.16,  141636810,  139624000,    2008000,  154557491, c++, elite, sing, 10
1458177.exe ,  4.11,  1.40,  1.33,  0.00,  0.16,  140696487,  136645000,    4018000,  153618309, c++, elite, sing, 10
1458177.exe ,  3.95,  1.39,  1.32,  0.00,  0.16,  140011060,  136995000,    2999000,  153434050, c++, elite, sing, 10
1562200.exe ,  4.06,  1.33,  1.27,  0.00,  0.16,  143645261,  138642000,    4987000,  158926341, c++, elite, sing, 10
1562200.exe ,  3.94,  1.38,  1.30,  0.00,  0.16,  140408802,  137313000,    3006000,  153311469, c++, elite, sing, 10
1562200.exe ,  3.93,  1.37,  1.30,  0.00,  0.16,  140963072,  134962000,    5998000,  154403198, c++, elite, sing, 10
1562200.exe ,  4.17,  1.39,  1.32,  0.00,  0.16,  139896023,  136861000,    2996000,  152639711, c++, elite, sing, 10
1562200.exe ,  3.91,  1.39,  1.31,  0.00,  0.15,  139250353,  133269000,    5967000,  152301208, c++, elite, sing, 10
1562200.exe ,  3.88,  1.38,  1.31,  0.00,  0.15,  139462005,  137382000,    2005000,  153027764, c++, elite, sing, 10
1562200.exe ,  3.99,  1.38,  1.31,  0.00,  0.15,  139965330,  134876000,    4995000,  153281416, c++, elite, sing, 10
1562200.exe ,  3.90,  1.37,  1.31,  0.00,  0.15,  139176275,  134145000,    5005000,  151912934, c++, elite, sing, 10
1562200.exe ,  4.00,  1.39,  1.32,  0.00,  0.16,  140050643,  136060000,    3972000,  152784274, c++, elite, sing, 10
1562200.exe ,  3.97,  1.38,  1.31,  0.00,  0.16,  140796613,  135799000,    4992000,  153862294, c++, elite, sing, 10
1623325.exe , 10.67,  3.83,  3.62,  0.00,  0.42,  384370632,  242213000,  142125000,  397135712, c++, elite, sing, 10
1623325.exe , 10.97,  3.87,  3.66,  0.00,  0.42,  388750381,  252820000,  135903000,  401527749, c++, elite, sing, 10
1623325.exe , 10.85,  3.84,  3.62,  0.00,  0.42,  385271084,  244066000,  141038000,  397747799, c++, elite, sing, 10
1623325.exe , 10.78,  3.82,  3.61,  0.00,  0.42,  383629937,  240735000,  142843000,  396578405, c++, elite, sing, 10
1623325.exe , 10.81,  3.85,  3.63,  0.00,  0.42,  385774617,  231846000,  153898000,  398379641, c++, elite, sing, 10
1623325.exe , 10.97,  3.85,  3.63,  0.00,  0.42,  385978913,  231924000,  153949000,  398687463, c++, elite, sing, 10
1623325.exe , 10.77,  3.81,  3.60,  0.00,  0.41,  382221747,  242467000,  139693000,  395241898, c++, elite, sing, 10
1623325.exe , 10.76,  3.85,  3.64,  0.00,  0.42,  386131475,  243041000,  143024000,  399591822, c++, elite, sing, 10
1623325.exe , 11.00,  3.86,  3.64,  0.00,  0.42,  386389107,  243610000,  142771000,  399496463, c++, elite, sing, 10
1623325.exe , 10.84,  3.84,  3.62,  0.00,  0.42,  385227525,  242120000,  143071000,  398178929, c++, elite, sing, 10
1626177.exe ,  3.26,  1.16,  1.11,  0.00,  0.07,  121806525,  120798000,    1006000,  136264926, c++, elite, sing, 10
1626177.exe ,  3.24,  1.19,  1.16,  0.00,  0.06,  120374154,  117263000,    3006000,  133040626, c++, elite, sing, 10
1626177.exe ,  3.37,  1.18,  1.14,  0.00,  0.06,  120660456,  118633000,    2010000,  133443271, c++, elite, sing, 10
1626177.exe ,  3.30,  1.19,  1.14,  0.00,  0.07,  120925709,  117918000,    2997000,  133538926, c++, elite, sing, 10
1626177.exe ,  3.23,  1.18,  1.14,  0.00,  0.06,  120843015,  117761000,    2993000,  133966285, c++, elite, sing, 10
1626177.exe ,  3.41,  1.20,  1.15,  0.00,  0.06,  120987854,  118970000,    1999000,  133794755, c++, elite, sing, 10
1626177.exe ,  3.28,  1.20,  1.16,  0.00,  0.07,  121083307,  118012000,    3000000,  133788505, c++, elite, sing, 10
1626177.exe ,  3.28,  1.19,  1.14,  0.00,  0.07,  121155305,  118175000,    2979000,  134020477, c++, elite, sing, 10
1626177.exe ,  3.24,  1.20,  1.15,  0.00,  0.06,  119853783,  117745000,    1995000,  132669845, c++, elite, sing, 10
1626177.exe ,  3.42,  1.19,  1.15,  0.00,  0.06,  120010057,  117869000,    1997000,  132646733, c++, elite, sing, 10
1628906.exe ,  4.49,  1.57,  1.49,  0.00,  0.18,  157601162,  153594000,    3989000,  170589374, c++, elite, sing, 10
1628906.exe ,  4.44,  1.57,  1.48,  0.00,  0.18,  157975671,  151948000,    5997000,  170933985, c++, elite, sing, 10
1628906.exe ,  4.56,  1.55,  1.48,  0.00,  0.17,  158165905,  153141000,    5004000,  171000673, c++, elite, sing, 10
1628906.exe ,  4.39,  1.55,  1.47,  0.00,  0.17,  157581191,  153555000,    4014000,  170183191, c++, elite, sing, 10
1628906.exe ,  4.37,  1.54,  1.47,  0.00,  0.17,  156518849,  151530000,    4984000,  169609274, c++, elite, sing, 10
1628906.exe ,  4.60,  1.54,  1.46,  0.00,  0.17,  157666003,  155571000,    2007000,  171157470, c++, elite, sing, 10
1628906.exe ,  4.40,  1.56,  1.48,  0.00,  0.17,  157260716,  153222000,    4005000,  170082914, c++, elite, sing, 10
1628906.exe ,  4.41,  1.56,  1.48,  0.00,  0.17,  156609381,  151651000,    4988000,  169707886, c++, elite, sing, 10
1628906.exe ,  4.52,  1.55,  1.47,  0.00,  0.17,  158513357,  154405000,    4010000,  171416739, c++, elite, sing, 10
1628906.exe ,  4.40,  1.56,  1.49,  0.00,  0.17,  157207605,  152183000,    5006000,  170043477, c++, elite, sing, 10
171227.exe  ,  2.54,  0.87,  0.82,  0.00,  0.12,   87536425,   84548000,    2984000,  100565304, c++, elite, sing, 10
171227.exe  ,  2.52,  0.87,  0.82,  0.00,  0.13,   87524732,   79387000,    8039000,  100219193, c++, elite, sing, 10
171227.exe  ,  2.55,  0.88,  0.82,  0.00,  0.13,   88168926,   84151000,    4007000,  101067830, c++, elite, sing, 10
171227.exe  ,  2.64,  0.87,  0.81,  0.00,  0.12,   86681619,   80692000,    5977000,   99351838, c++, elite, sing, 10
171227.exe  ,  2.54,  0.87,  0.82,  0.00,  0.13,   87371900,   82391000,    4963000,  100542228, c++, elite, sing, 10
