file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1061805.exe ,  0.33,  0.11,  0.12,  0.00,  0.01,   12350976,   10005000,    2001000,   24955640, c++, elite, sing, 15
1061805.exe ,  0.31,  0.12,  0.13,  0.00,  0.01,   10548590,    7685000,    2881000,   22758402, c++, elite, sing, 15
1061805.exe ,  0.31,  0.12,  0.13,  0.00,  0.01,   10740741,    7793000,    2922000,   22878010, c++, elite, sing, 15
1061805.exe ,  0.31,  0.12,  0.12,  0.00,  0.01,   10473951,    9407000,    1045000,   22744903, c++, elite, sing, 15
1061805.exe ,  0.30,  0.12,  0.12,  0.00,  0.01,   10449251,    8565000,    1903000,   22703667, c++, elite, sing, 15
1061805.exe ,  0.31,  0.12,  0.13,  0.00,  0.01,   10563222,    8440000,    2110000,   22659589, c++, elite, sing, 15
1061805.exe ,  0.33,  0.13,  0.13,  0.00,  0.01,   10810616,   10808000,          0,   22942510, c++, elite, sing, 15
1061805.exe ,  0.32,  0.12,  0.12,  0.00,  0.01,   10385813,    9343000,    1038000,   22638429, c++, elite, sing, 15
1061805.exe ,  0.31,  0.12,  0.13,  0.00,  0.01,   10514734,    8405000,    2101000,   22846825, c++, elite, sing, 15
1061805.exe ,  0.34,  0.13,  0.12,  0.00,  0.01,   10729506,    9717000,     971000,   22926500, c++, elite, sing, 15
1094941.exe ,  0.75,  0.30,  0.29,  0.00,  0.01,   22959788,   20943000,    1994000,   35004793, c++, elite, sing, 15
1094941.exe ,  0.68,  0.28,  0.28,  0.00,  0.01,   22527413,   21506000,    1024000,   34675828, c++, elite, sing, 15
1094941.exe ,  0.71,  0.29,  0.28,  0.00,  0.01,   22666095,   20689000,    1970000,   34856702, c++, elite, sing, 15
1094941.exe ,  0.73,  0.30,  0.29,  0.00,  0.01,   22834261,   22831000,          0,   35036859, c++, elite, sing, 15
1094941.exe ,  0.71,  0.30,  0.28,  0.00,  0.01,   22413295,   21463000,     975000,   34588309, c++, elite, sing, 15
1094941.exe ,  0.71,  0.28,  0.28,  0.00,  0.01,   22607613,   21571000,    1027000,   34687210, c++, elite, sing, 15
1094941.exe ,  0.69,  0.28,  0.28,  0.00,  0.01,   22700095,   20728000,    1974000,   34862792, c++, elite, sing, 15
1094941.exe ,  0.75,  0.30,  0.29,  0.00,  0.01,   22885744,   22886000,          0,   35022826, c++, elite, sing, 15
1094941.exe ,  0.72,  0.30,  0.29,  0.00,  0.01,   22779302,   22776000,          0,   35064484, c++, elite, sing, 15
1094941.exe ,  0.72,  0.29,  0.29,  0.00,  0.01,   22247860,   21222000,    1010000,   34473910, c++, elite, sing, 15
1133411.exe ,  0.82,  0.34,  0.32,  0.00,  0.01,   25267745,   24151000,    1006000,   37525853, c++, elite, sing, 15
1133411.exe ,  0.80,  0.32,  0.31,  0.00,  0.01,   25040022,   22162000,    2890000,   37332586, c++, elite, sing, 15
1133411.exe ,  0.80,  0.32,  0.31,  0.00,  0.01,   25260794,   24243000,    1010000,   37460107, c++, elite, sing, 15
1133411.exe ,  0.77,  0.32,  0.31,  0.00,  0.01,   25005725,   22115000,    2884000,   37104216, c++, elite, sing, 15
1133411.exe ,  0.78,  0.31,  0.31,  0.00,  0.01,   25095771,   24071000,    1002000,   37254597, c++, elite, sing, 15
1133411.exe ,  0.83,  0.33,  0.32,  0.00,  0.01,   25362177,   23281000,    2024000,   37607752, c++, elite, sing, 15
1133411.exe ,  0.82,  0.33,  0.32,  0.00,  0.01,   25028506,   23009000,    2000000,   37101978, c++, elite, sing, 15
1133411.exe ,  0.84,  0.34,  0.32,  0.00,  0.01,   25287480,   23251000,    2021000,   37614395, c++, elite, sing, 15
1133411.exe ,  0.79,  0.31,  0.31,  0.00,  0.01,   25164367,   23136000,    2011000,   37472729, c++, elite, sing, 15
1133411.exe ,  0.79,  0.32,  0.32,  0.00,  0.01,   25377705,   22423000,    2924000,   37642861, c++, elite, sing, 15
1141022.exe ,  0.41,  0.16,  0.16,  0.00,  0.01,   13088088,   12034000,    1002000,   27166501, c++, elite, sing, 15
1141022.exe ,  0.40,  0.16,  0.16,  0.00,  0.01,   13157897,   13180000,          0,   25179637, c++, elite, sing, 15
1141022.exe ,  0.40,  0.16,  0.16,  0.00,  0.01,   13142859,   12208000,     939000,   25358276, c++, elite, sing, 15
1141022.exe ,  0.40,  0.16,  0.16,  0.00,  0.01,   12938780,   11961000,     996000,   25211783, c++, elite, sing, 15
1141022.exe ,  0.40,  0.16,  0.16,  0.00,  0.01,   12888869,   11985000,     921000,   25099907, c++, elite, sing, 15
1141022.exe ,  0.40,  0.16,  0.16,  0.00,  0.01,   13146863,   12133000,    1011000,   25379609, c++, elite, sing, 15
1141022.exe ,  0.41,  0.16,  0.16,  0.00,  0.01,   13037966,   12029000,    1002000,   25372363, c++, elite, sing, 15
1141022.exe ,  0.42,  0.17,  0.17,  0.00,  0.01,   13287946,   10267000,    2800000,   25622715, c++, elite, sing, 15
1141022.exe ,  0.40,  0.16,  0.16,  0.00,  0.01,   13184313,   12061000,    1005000,   25789087, c++, elite, sing, 15
1141022.exe ,  0.40,  0.16,  0.16,  0.00,  0.01,   13136989,   12108000,    1009000,   25375595, c++, elite, sing, 15
1165956.exe ,  0.72,  0.30,  0.28,  0.00,  0.01,   22458991,   21476000,     976000,   35027820, c++, elite, sing, 15
1165956.exe ,  0.69,  0.28,  0.28,  0.00,  0.01,   22775353,   20793000,    1980000,   34980504, c++, elite, sing, 15
1165956.exe ,  0.71,  0.29,  0.27,  0.00,  0.01,   22263321,   21294000,     967000,   34455115, c++, elite, sing, 15
1165956.exe ,  0.68,  0.28,  0.27,  0.00,  0.01,   22416427,   21388000,    1018000,   34520942, c++, elite, sing, 15
1165956.exe ,  0.75,  0.29,  0.28,  0.00,  0.01,   22547447,   21517000,    1024000,   34879476, c++, elite, sing, 15
