file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1172589.exe ,  1.97,  0.80,  0.78,  0.00,  0.03,   64058633,   60621000,    3031000,   84610881, c++, elite, mult, 15
1172589.exe ,  1.89,  0.80,  0.77,  0.00,  0.03,   63943821,   59926000,    3995000,   76144186, c++, elite, mult, 15
1172589.exe ,  1.95,  0.80,  0.77,  0.00,  0.03,   63268009,   61157000,    2005000,   75613940, c++, elite, mult, 15
1172589.exe ,  1.96,  0.81,  0.78,  0.00,  0.03,   63755770,   60783000,    2989000,   76013317, c++, elite, mult, 15
1172589.exe ,  1.93,  0.81,  0.78,  0.00,  0.03,   63915804,   62882000,    1014000,   76158880, c++, elite, mult, 15
1172589.exe ,  1.90,  0.79,  0.77,  0.00,  0.03,   63503275,   61445000,    1982000,   75728754, c++, elite, mult, 15
1172589.exe ,  1.90,  0.77,  0.76,  0.00,  0.03,   63830359,   60740000,    2987000,   76002808, c++, elite, mult, 15
1172589.exe ,  1.98,  0.82,  0.79,  0.00,  0.03,   63581013,   60559000,    3027000,   75790415, c++, elite, mult, 15
1172589.exe ,  1.92,  0.80,  0.77,  0.00,  0.03,   63594214,   60637000,    2982000,   75847617, c++, elite, mult, 15
1172589.exe ,  1.93,  0.79,  0.76,  0.00,  0.03,   64473980,   62453000,    2014000,   76647828, c++, elite, mult, 15
126726.exe  ,  2.01,  0.80,  0.77,  0.00,  0.03,   66429521,   64412000,    2012000,   79563904, c++, elite, mult, 15
126726.exe  ,  2.00,  0.81,  0.79,  0.00,  0.03,   65551610,   62497000,    3024000,   77749141, c++, elite, mult, 15
126726.exe  ,  2.06,  0.81,  0.79,  0.00,  0.03,   66153500,   65143000,    1002000,   78485621, c++, elite, mult, 15
126726.exe  ,  2.03,  0.81,  0.79,  0.00,  0.04,   65892589,   63874000,    1996000,   78200960, c++, elite, mult, 15
126726.exe  ,  2.00,  0.80,  0.78,  0.00,  0.03,   65217368,   62167000,    3008000,   77436853, c++, elite, mult, 15
126726.exe  ,  2.08,  0.82,  0.79,  0.00,  0.04,   66083497,   65077000,    1001000,   78359481, c++, elite, mult, 15
126726.exe  ,  2.07,  0.81,  0.79,  0.00,  0.03,   65963826,   64963000,    1015000,   78240669, c++, elite, mult, 15
126726.exe  ,  2.04,  0.81,  0.80,  0.00,  0.04,   65659998,   63655000,    1989000,   77799389, c++, elite, mult, 15
126726.exe  ,  2.04,  0.82,  0.80,  0.00,  0.03,   65759808,   64729000,    1011000,   77990920, c++, elite, mult, 15
126726.exe  ,  2.03,  0.81,  0.79,  0.00,  0.04,   66077503,   64117000,    1972000,   78357929, c++, elite, mult, 15
1342186.exe ,  2.59,  0.94,  0.91,  0.00,  0.06,   87191922,   79157000,    8015000,   99326069, c++, elite, mult, 15
1342186.exe ,  2.53,  0.94,  0.91,  0.00,  0.06,   87292157,   81323000,    5950000,   99421070, c++, elite, mult, 15
1342186.exe ,  2.52,  0.93,  0.90,  0.00,  0.05,   86236864,   82194000,    4009000,   98531802, c++, elite, mult, 15
1342186.exe ,  2.49,  0.92,  0.88,  0.00,  0.06,   85700576,   80690000,    4980000,   98049024, c++, elite, mult, 15
1342186.exe ,  2.53,  0.93,  0.89,  0.00,  0.06,   86660563,   75555000,   11081000,   98909250, c++, elite, mult, 15
1342186.exe ,  2.52,  0.92,  0.88,  0.00,  0.06,   85719782,   79714000,    5978000,   98040058, c++, elite, mult, 15
1342186.exe ,  2.90,  1.10,  1.07,  0.00,  0.07,   91517338,   85464000,    5962000,  103758167, c++, elite, mult, 15
1342186.exe ,  2.57,  0.94,  0.91,  0.00,  0.06,   87737909,   79649000,    7964000,  100154413, c++, elite, mult, 15
1342186.exe ,  2.59,  0.93,  0.89,  0.00,  0.06,   87361263,   84320000,    3011000,   99658550, c++, elite, mult, 15
1342186.exe ,  2.50,  0.93,  0.90,  0.00,  0.05,   86008047,   80989000,    4999000,   98307058, c++, elite, mult, 15
1374738.exe ,  1.06,  0.42,  0.40,  0.00,  0.02,   34857048,   32857000,    1991000,   47087149, c++, elite, mult, 15
1374738.exe ,  1.04,  0.40,  0.39,  0.00,  0.02,   34264623,   32298000,    1957000,   46475043, c++, elite, mult, 15
1374738.exe ,  1.06,  0.41,  0.39,  0.00,  0.02,   34890017,   33861000,    1026000,   47141204, c++, elite, mult, 15
