file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1097798.exe ,  3.01,  0.33,  0.27,  0.00,  0.09,  167574108,  153187000,   14017000,  211385591, c++, elite, mult, 2
1097798.exe ,  3.22,  0.41,  0.34,  0.00,  0.11,  176444355,  158302000,   18034000,  220770229, c++, elite, mult, 2
1097798.exe ,  2.76,  0.31,  0.26,  0.00,  0.09,  157599218,  147576000,   10039000,  200037045, c++, elite, mult, 2
1097798.exe ,  2.73,  0.32,  0.26,  0.00,  0.09,  160492508,  142445000,   18056000,  204751979, c++, elite, mult, 2
1097798.exe ,  2.84,  0.33,  0.27,  0.00,  0.09,  168971091,  154102000,   14913000,  211973959, c++, elite, mult, 2
1097798.exe ,  2.88,  0.33,  0.27,  0.00,  0.09,  166903693,  154904000,   11992000,  211911623, c++, elite, mult, 2
1097798.exe ,  2.79,  0.33,  0.27,  0.00,  0.09,  165418593,  151394000,   14036000,  209880212, c++, elite, mult, 2
1097798.exe ,  2.78,  0.32,  0.26,  0.00,  0.09,  161767016,  143599000,   18075000,  206308091, c++, elite, mult, 2
1097798.exe ,  2.82,  0.32,  0.26,  0.00,  0.09,  163263637,  150254000,   13022000,  208012964, c++, elite, mult, 2
1097798.exe ,  2.66,  0.31,  0.25,  0.00,  0.09,  154776896,  140804000,   13980000,  199744184, c++, elite, mult, 2
1146371.exe ,  3.52,  0.40,  0.33,  0.00,  0.13,  202622333,  180831000,   21858000,  245239359, c++, elite, mult, 2
1146371.exe ,  3.47,  0.40,  0.33,  0.00,  0.13,  201993226,  177991000,   23998000,  245319648, c++, elite, mult, 2
1146371.exe ,  3.50,  0.39,  0.32,  0.00,  0.13,  199582969,  179302000,   20033000,  244264030, c++, elite, mult, 2
1146371.exe ,  3.48,  0.40,  0.33,  0.00,  0.13,  202784061,  177768000,   24967000,  245871408, c++, elite, mult, 2
1146371.exe ,  3.41,  0.40,  0.32,  0.00,  0.13,  199924475,  183836000,   16073000,  242713353, c++, elite, mult, 2
1146371.exe ,  3.61,  0.41,  0.34,  0.00,  0.13,  209949861,  189947000,   19994000,  252681405, c++, elite, mult, 2
1146371.exe ,  3.50,  0.40,  0.33,  0.00,  0.13,  204481671,  181440000,   23055000,  247286496, c++, elite, mult, 2
1146371.exe ,  3.41,  0.39,  0.32,  0.00,  0.13,  200310752,  178423000,   21929000,  245751989, c++, elite, mult, 2
1146371.exe ,  3.50,  0.40,  0.33,  0.00,  0.13,  201650743,  173853000,   27816000,  244460363, c++, elite, mult, 2
1146371.exe ,  3.32,  0.37,  0.30,  0.00,  0.12,  189311296,  167281000,   22037000,  229407739, c++, elite, mult, 2
1168165.exe ,  3.77,  0.43,  0.35,  0.00,  0.14,  218569134,  196677000,   21853000,  261868311, c++, elite, mult, 2
1168165.exe ,  3.78,  0.44,  0.36,  0.00,  0.14,  221617235,  200498000,   21052000,  268385715, c++, elite, mult, 2
1168165.exe ,  3.91,  0.44,  0.36,  0.00,  0.15,  225303804,  203256000,   22027000,  270142672, c++, elite, mult, 2
1168165.exe ,  3.93,  0.44,  0.36,  0.00,  0.15,  225160068,  202170000,   23019000,  270114515, c++, elite, mult, 2
1168165.exe ,  3.91,  0.45,  0.37,  0.00,  0.15,  228874334,  206009000,   22889000,  272452124, c++, elite, mult, 2
1168165.exe ,  3.86,  0.45,  0.37,  0.00,  0.15,  225602749,  199512000,   26066000,  268558841, c++, elite, mult, 2
1168165.exe ,  4.02,  0.45,  0.37,  0.00,  0.15,  229948068,  207823000,   21981000,  274881167, c++, elite, mult, 2
1168165.exe ,  3.84,  0.44,  0.36,  0.00,  0.15,  223986778,  197972000,   25996000,  268704850, c++, elite, mult, 2
1168165.exe ,  3.81,  0.44,  0.36,  0.00,  0.14,  221013169,  199814000,   21085000,  265128784, c++, elite, mult, 2
1168165.exe ,  3.93,  0.45,  0.37,  0.00,  0.15,  229736541,  199938000,   29841000,  274139565, c++, elite, mult, 2
1212213.exe ,  3.56,  0.40,  0.33,  0.00,  0.14,  205505674,  177595000,   27780000,  248380313, c++, elite, mult, 2
1212213.exe ,  3.49,  0.39,  0.32,  0.00,  0.14,  200725985,  177631000,   23082000,  242872695, c++, elite, mult, 2
1212213.exe ,  3.44,  0.39,  0.32,  0.00,  0.14,  200377581,  179363000,   21042000,  242291527, c++, elite, mult, 2
1212213.exe ,  3.57,  0.41,  0.33,  0.00,  0.14,  206156712,  184259000,   21911000,  248464053, c++, elite, mult, 2
1212213.exe ,  3.57,  0.41,  0.33,  0.00,  0.14,  206613606,  180667000,   25952000,  249090308, c++, elite, mult, 2
1212213.exe ,  3.61,  0.41,  0.34,  0.00,  0.14,  209214836,  186165000,   23020000,  254399735, c++, elite, mult, 2
1212213.exe ,  3.84,  0.43,  0.35,  0.00,  0.15,  218009835,  192872000,   25113000,  263337918, c++, elite, mult, 2
1212213.exe ,  3.63,  0.42,  0.34,  0.00,  0.14,  210408441,  187356000,   23043000,  254162945, c++, elite, mult, 2
