file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1091584.exe ,  3.81,  1.41,  1.36,  0.00,  0.08,  144896649,  138646000,    5984000,  158839021, c++, elite, sing, 10
1091584.exe ,  3.81,  1.43,  1.36,  0.00,  0.08,  143416099,  138374000,    5013000,  156468102, c++, elite, sing, 10
1091584.exe ,  3.93,  1.42,  1.37,  0.00,  0.08,  143118154,  140106000,    3002000,  156208086, c++, elite, sing, 10
1091584.exe ,  3.76,  1.41,  1.37,  0.00,  0.08,  143455388,  138465000,    4980000,  156291033, c++, elite, sing, 10
1091584.exe ,  3.80,  1.42,  1.36,  0.00,  0.08,  144678991,  141653000,    3013000,  157668057, c++, elite, sing, 10
1091584.exe ,  3.95,  1.42,  1.37,  0.00,  0.08,  143174358,  139153000,    4004000,  155950099, c++, elite, sing, 10
1091584.exe ,  3.78,  1.42,  1.37,  0.00,  0.08,  142978699,  137013000,    5957000,  156343096, c++, elite, sing, 10
1091584.exe ,  3.76,  1.40,  1.35,  0.00,  0.08,  143176921,  140166000,    3003000,  156181909, c++, elite, sing, 10
1091584.exe ,  3.90,  1.42,  1.37,  0.00,  0.08,  142532795,  138535000,    3986000,  155154501, c++, elite, sing, 10
1091584.exe ,  3.78,  1.42,  1.37,  0.00,  0.08,  143232502,  138240000,    4972000,  156085962, c++, elite, sing, 10
1680187.exe ,  4.12,  1.54,  1.49,  0.00,  0.08,  155078110,  153060000,    2000000,  168688279, c++, elite, sing, 10
1680187.exe ,  4.29,  1.53,  1.48,  0.00,  0.08,  155216093,  153203000,    2002000,  168194510, c++, elite, sing, 10
1680187.exe ,  4.07,  1.54,  1.49,  0.00,  0.08,  154717662,  149709000,    4990000,  167759862, c++, elite, sing, 10
1680187.exe ,  4.08,  1.53,  1.47,  0.00,  0.08,  153808605,  151784000,    2010000,  166591411, c++, elite, sing, 10
1680187.exe ,  4.21,  1.54,  1.48,  0.00,  0.08,  154142726,  150115000,    4003000,  167357188, c++, elite, sing, 10
1680187.exe ,  4.39,  1.61,  1.55,  0.00,  0.09,  161981988,  160850000,     999000,  175192115, c++, elite, sing, 10
1680187.exe ,  4.14,  1.52,  1.47,  0.00,  0.08,  155258264,  150196000,    5006000,  168114703, c++, elite, sing, 10
1680187.exe ,  4.25,  1.54,  1.47,  0.00,  0.08,  154149578,  151146000,    3002000,  167309729, c++, elite, sing, 10
1680187.exe ,  4.11,  1.53,  1.47,  0.00,  0.08,  153865572,  151858000,    1998000,  166522948, c++, elite, sing, 10
1680187.exe ,  4.15,  1.53,  1.48,  0.00,  0.08,  154126999,  152115000,    2001000,  167119680, c++, elite, sing, 10
1723554.exe ,  3.74,  1.38,  1.34,  0.00,  0.07,  139456037,  131483000,    7968000,  152409381, c++, elite, sing, 10
1723554.exe ,  3.69,  1.35,  1.30,  0.00,  0.07,  140889585,  136810000,    3994000,  154741528, c++, elite, sing, 10
1723554.exe ,  3.67,  1.39,  1.34,  0.00,  0.07,  138952599,  132841000,    6038000,  151811078, c++, elite, sing, 10
1723554.exe ,  3.80,  1.38,  1.33,  0.00,  0.07,  138909895,  131902000,    6994000,  152241191, c++, elite, sing, 10
1723554.exe ,  3.69,  1.38,  1.32,  0.00,  0.07,  140043084,  130952000,    9065000,  153157492, c++, elite, sing, 10
1723554.exe ,  3.75,  1.39,  1.34,  0.00,  0.07,  139046389,  137037000,    2000000,  152073780, c++, elite, sing, 10
1723554.exe ,  3.82,  1.37,  1.33,  0.00,  0.07,  138623644,  131624000,    6980000,  151517685, c++, elite, sing, 10
