file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1285040.exe , 10.22,  3.30,  3.14,  0.00,  0.21,  416438437,  410022000,    6000000,  438604098, c++, elite, sing, 8
1285040.exe ,  9.99,  3.30,  3.15,  0.00,  0.21,  415801083,  413804000,    1999000,  429465543, c++, elite, sing, 8
1285040.exe , 10.10,  3.27,  3.12,  0.00,  0.22,  418869837,  414873000,    3998000,  432733100, c++, elite, sing, 8
1285040.exe , 10.00,  3.30,  3.16,  0.00,  0.21,  415984671,  409977000,    5999000,  429793600, c++, elite, sing, 8
1285040.exe , 10.23,  3.32,  3.17,  0.00,  0.21,  416353839,  410194000,    6002000,  430202365, c++, elite, sing, 8
1285040.exe , 10.06,  3.30,  3.15,  0.00,  0.21,  415603345,  408616000,    6993000,  430296099, c++, elite, sing, 8
1285040.exe , 10.19,  3.30,  3.15,  0.00,  0.21,  416407309,  409397000,    7006000,  430306628, c++, elite, sing, 8
1285040.exe , 10.08,  3.29,  3.15,  0.00,  0.21,  414470233,  409409000,    5005000,  428119806, c++, elite, sing, 8
1285040.exe , 10.70,  3.38,  3.23,  0.00,  0.23,  425166641,  422057000,    3000000,  438892405, c++, elite, sing, 8
1285040.exe , 10.09,  3.30,  3.16,  0.00,  0.21,  415218443,  411137000,    4001000,  428962583, c++, elite, sing, 8
1369343.exe , 13.20,  4.33,  4.14,  0.00,  0.28,  544218830,  535165000,    9002000,  558134321, c++, elite, sing, 8
1369343.exe , 13.28,  4.34,  4.14,  0.00,  0.29,  543537002,  537526000,    6005000,  557511088, c++, elite, sing, 8
1369343.exe , 13.19,  4.33,  4.14,  0.00,  0.28,  543518594,  535446000,    7991000,  557609233, c++, elite, sing, 8
1369343.exe , 13.38,  4.35,  4.16,  0.00,  0.29,  546024082,  537774000,    7996000,  559852491, c++, elite, sing, 8
1369343.exe , 13.23,  4.34,  4.14,  0.00,  0.28,  543879391,  536871000,    6998000,  557609010, c++, elite, sing, 8
