file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1489349.exe , 10.20,  0.97,  0.75,  0.00,  0.32,  601702396,  597461000,    3996000,  654367759, c++, elite, sing, 1
1489349.exe ,  9.80,  0.84,  0.63,  0.00,  0.31,  599963261,  595998000,    3999000,  651155489, c++, elite, sing, 1
1489349.exe ,  9.80,  0.83,  0.61,  0.00,  0.31,  600048502,  594870000,    4998000,  650827313, c++, elite, sing, 1
1489349.exe ,  9.76,  0.90,  0.68,  0.00,  0.31,  600937728,  598892000,    1999000,  651928415, c++, elite, sing, 1
1489349.exe ,  9.83,  0.90,  0.69,  0.00,  0.31,  599799321,  595839000,    4005000,  650698167, c++, elite, sing, 1
1489349.exe , 10.19,  0.87,  0.65,  0.00,  0.31,  599762496,  596726000,    2998000,  650736678, c++, elite, sing, 1
1489349.exe , 10.15,  0.88,  0.67,  0.00,  0.31,  599809063,  595855000,    3999000,  650723050, c++, elite, sing, 1
1489349.exe , 10.03,  0.87,  0.66,  0.00,  0.31,  600257568,  597291000,    3001000,  651629987, c++, elite, sing, 1
1489349.exe , 10.13,  0.83,  0.62,  0.00,  0.31,  600361089,  597421000,    3002000,  651689915, c++, elite, sing, 1
1489349.exe , 10.21,  0.89,  0.68,  0.00,  0.31,  600339814,  596253000,    4001000,  651788236, c++, elite, sing, 1
1519241.exe , 16.96,  1.52,  1.15,  0.00,  0.52, 1022618753, 1019348000,    2998000, 1073823953, c++, elite, sing, 1
1519241.exe , 17.01,  1.54,  1.17,  0.00,  0.52, 1024282384, 1020337000,    4001000, 1075533217, c++, elite, sing, 1
1519241.exe , 16.84,  1.54,  1.18,  0.00,  0.52, 1024227769, 1020236000,    4000000, 1075380003, c++, elite, sing, 1
1519241.exe , 17.24,  1.53,  1.17,  0.00,  0.52, 1022778399, 1017828000,    4999000, 1073643519, c++, elite, sing, 1
1519241.exe , 17.06,  1.52,  1.15,  0.00,  0.52, 1023563605, 1019620000,    3998000, 1074721575, c++, elite, sing, 1
1519241.exe , 16.87,  1.54,  1.17,  0.00,  0.52, 1025512315, 1021506000,    3998000, 1076407135, c++, elite, sing, 1
1519241.exe , 17.14,  1.54,  1.17,  0.00,  0.52, 1023284146, 1017360000,    5996000, 1074454454, c++, elite, sing, 1
1519241.exe , 16.92,  1.55,  1.18,  0.00,  0.52, 1022918174, 1019820000,    2999000, 1074017510, c++, elite, sing, 1
1519241.exe , 16.94,  1.54,  1.17,  0.00,  0.52, 1024101890, 1020869000,    2999000, 1075053985, c++, elite, sing, 1
1519241.exe , 16.89,  1.56,  1.20,  0.00,  0.52, 1023358084, 1020058000,    3000000, 1074390786, c++, elite, sing, 1
1520788.exe , 10.45,  0.95,  0.72,  0.00,  0.33,  639570893,  635641000,    3997000,  691095812, c++, elite, sing, 1
1520788.exe , 10.64,  0.95,  0.72,  0.00,  0.33,  639549881,  636438000,    3002000,  690825042, c++, elite, sing, 1
1520788.exe , 10.49,  0.91,  0.69,  0.00,  0.33,  639442019,  635528000,    3997000,  690724352, c++, elite, sing, 1
1520788.exe , 10.67,  0.94,  0.72,  0.00,  0.33,  639623098,  634618000,    4996000,  690568256, c++, elite, sing, 1
1520788.exe , 10.36,  0.92,  0.69,  0.00,  0.33,  639456419,  637461000,    2001000,  690434815, c++, elite, sing, 1
