file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1033658.exe ,  6.18,  2.24,  2.17,  0.00,  0.14,  197618355,  187835000,    8992000,  229347814, c++, elite, mult, 25
1033658.exe ,  5.86,  2.23,  2.16,  0.00,  0.13,  191729453,  180717000,   10982000,  204002970, c++, elite, mult, 25
1033658.exe ,  5.86,  2.22,  2.15,  0.00,  0.13,  190989559,  180894000,   10049000,  203261713, c++, elite, mult, 25
1033658.exe ,  5.93,  2.23,  2.16,  0.00,  0.13,  191294870,  180261000,   11015000,  203560841, c++, elite, mult, 25
1033658.exe ,  5.86,  2.21,  2.14,  0.00,  0.13,  191077877,  179044000,   12002000,  203404221, c++, elite, mult, 25
1033658.exe ,  5.90,  2.22,  2.14,  0.00,  0.13,  191048741,  182018000,    9000000,  203339583, c++, elite, mult, 25
1033658.exe ,  5.88,  2.22,  2.14,  0.00,  0.13,  190952047,  181008000,    9945000,  203288607, c++, elite, mult, 25
1033658.exe ,  5.88,  2.21,  2.14,  0.00,  0.13,  191092579,  182054000,    9002000,  203413380, c++, elite, mult, 25
1033658.exe ,  5.93,  2.22,  2.14,  0.00,  0.13,  191300487,  182245000,    9012000,  203521840, c++, elite, mult, 25
1033658.exe ,  5.91,  2.22,  2.15,  0.00,  0.13,  191694417,  179611000,   12041000,  203938693, c++, elite, mult, 25
1161783.exe ,  5.02,  1.89,  1.83,  0.00,  0.11,  163001632,  152973000,    9998000,  175281472, c++, elite, mult, 25
1161783.exe ,  5.04,  1.90,  1.84,  0.00,  0.11,  162965768,  154923000,    7996000,  175254326, c++, elite, mult, 25
1161783.exe ,  5.54,  2.19,  2.12,  0.00,  0.12,  168328956,  158194000,   10012000,  180579959, c++, elite, mult, 25
1161783.exe ,  5.14,  1.94,  1.88,  0.00,  0.11,  163398689,  156266000,    7011000,  175648235, c++, elite, mult, 25
1161783.exe ,  5.07,  1.91,  1.85,  0.00,  0.11,  163032340,  158982000,    3999000,  175372159, c++, elite, mult, 25
