file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1017040.exe ,  3.24,  0.32,  0.25,  0.00,  0.09,  184532035,  178230000,    6041000,  236320645, c++, elite, mult, 1
1017040.exe ,  3.11,  0.32,  0.26,  0.00,  0.10,  184756532,  174905000,    9937000,  235934705, c++, elite, mult, 1
1017040.exe ,  3.05,  0.32,  0.25,  0.00,  0.09,  183127254,  179202000,    4027000,  234186563, c++, elite, mult, 1
1017040.exe ,  3.02,  0.32,  0.25,  0.00,  0.09,  183464314,  176571000,    6983000,  234614536, c++, elite, mult, 1
1017040.exe ,  3.47,  0.35,  0.28,  0.00,  0.11,  207153345,  199220000,    8008000,  258393968, c++, elite, mult, 1
1017040.exe ,  3.02,  0.32,  0.25,  0.00,  0.09,  182795247,  178857000,    4019000,  233883748, c++, elite, mult, 1
1017040.exe ,  2.98,  0.32,  0.25,  0.00,  0.09,  181102585,  174225000,    7009000,  232397919, c++, elite, mult, 1
1017040.exe ,  3.01,  0.32,  0.26,  0.00,  0.09,  181960059,  175075000,    7003000,  233131983, c++, elite, mult, 1
1017040.exe ,  3.03,  0.32,  0.25,  0.00,  0.09,  183264515,  178328000,    5009000,  234213007, c++, elite, mult, 1
1017040.exe ,  3.03,  0.32,  0.25,  0.00,  0.09,  183114443,  176221000,    7008000,  234391880, c++, elite, mult, 1
1140402.exe ,  3.01,  0.32,  0.25,  0.00,  0.09,  181358011,  173455000,    8021000,  232741443, c++, elite, mult, 1
1140402.exe ,  3.04,  0.33,  0.26,  0.00,  0.09,  182869484,  173987000,    8999000,  233930492, c++, elite, mult, 1
1140402.exe ,  3.14,  0.34,  0.27,  0.00,  0.10,  184518654,  174402000,    9020000,  235660216, c++, elite, mult, 1
1140402.exe ,  3.30,  0.33,  0.27,  0.00,  0.10,  190650723,  183572000,    7021000,  241687441, c++, elite, mult, 1
1140402.exe ,  3.05,  0.32,  0.26,  0.00,  0.10,  184466675,  181572000,    3009000,  235762854, c++, elite, mult, 1
1140402.exe ,  3.03,  0.32,  0.26,  0.00,  0.09,  182874099,  175056000,    7957000,  234138460, c++, elite, mult, 1
1140402.exe ,  3.03,  0.31,  0.25,  0.00,  0.09,  183525126,  174591000,    9030000,  234497295, c++, elite, mult, 1
1140402.exe ,  3.04,  0.32,  0.25,  0.00,  0.10,  183297750,  177211000,    6007000,  234546892, c++, elite, mult, 1
