file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1070657.exe ,  9.10,  1.03,  0.83,  0.00,  0.41,  524780263,  507438000,   16981000,  566006758, c++, elite, mult, 2
1070657.exe ,  9.39,  1.11,  0.89,  0.00,  0.44,  534946235,  521879000,   12997000,  576689036, c++, elite, mult, 2
1070657.exe ,  8.98,  1.04,  0.84,  0.00,  0.40,  527874094,  519822000,    8012000,  569923314, c++, elite, mult, 2
1070657.exe ,  9.38,  1.08,  0.87,  0.00,  0.42,  547415187,  532375000,   15010000,  595478871, c++, elite, mult, 2
1070657.exe ,  8.99,  1.04,  0.84,  0.00,  0.40,  526935794,  512853000,   13995000,  571839258, c++, elite, mult, 2
1070657.exe ,  9.02,  1.04,  0.84,  0.00,  0.40,  528389167,  514346000,   13982000,  573111100, c++, elite, mult, 2
1070657.exe ,  9.04,  1.04,  0.84,  0.00,  0.40,  529152307,  516148000,   13003000,  573787429, c++, elite, mult, 2
1070657.exe ,  9.15,  1.05,  0.84,  0.00,  0.40,  532975065,  516812000,   15994000,  580165501, c++, elite, mult, 2
1070657.exe ,  8.79,  1.02,  0.82,  0.00,  0.39,  515869906,  502812000,   13021000,  559963319, c++, elite, mult, 2
1070657.exe ,  9.32,  1.07,  0.86,  0.00,  0.41,  544573401,  532464000,   12010000,  588367723, c++, elite, mult, 2
1096416.exe ,  9.30,  1.04,  0.83,  0.00,  0.41,  527700839,  509288000,   18045000,  569485436, c++, elite, mult, 2
1096416.exe ,  8.84,  1.01,  0.81,  0.00,  0.40,  512998556,  497988000,   14999000,  554466961, c++, elite, mult, 2
1096416.exe ,  8.71,  0.99,  0.79,  0.00,  0.38,  499853415,  485669000,   14019000,  541632158, c++, elite, mult, 2
1096416.exe ,  8.46,  0.97,  0.78,  0.00,  0.37,  490860823,  472850000,   17956000,  532085323, c++, elite, mult, 2
1096416.exe ,  8.44,  0.96,  0.78,  0.00,  0.36,  489214614,  472187000,   16970000,  529498645, c++, elite, mult, 2
1096416.exe ,  8.61,  0.97,  0.78,  0.00,  0.38,  492807275,  476768000,   15992000,  531908462, c++, elite, mult, 2
1096416.exe ,  8.77,  1.00,  0.81,  0.00,  0.38,  509319800,  493269000,   16008000,  551996538, c++, elite, mult, 2
1096416.exe ,  8.80,  1.00,  0.81,  0.00,  0.38,  509170602,  494154000,   15004000,  551952349, c++, elite, mult, 2
1096416.exe ,  9.09,  1.03,  0.83,  0.00,  0.39,  522028658,  507969000,   13999000,  563725330, c++, elite, mult, 2
