file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1009412.exe ,  0.72,  0.22,  0.21,  0.00,  0.02,   28026675,   24548000,    3068000,   49665141, c++, elite, sing, 8
1009412.exe ,  0.71,  0.22,  0.21,  0.00,  0.02,   28132739,   25121000,    3014000,   42044647, c++, elite, sing, 8
1009412.exe ,  0.72,  0.22,  0.21,  0.00,  0.02,   27792731,   22827000,    4962000,   41806327, c++, elite, sing, 8
1009412.exe ,  0.71,  0.22,  0.21,  0.00,  0.02,   27826158,   24737000,    3092000,   41826491, c++, elite, sing, 8
1009412.exe ,  0.71,  0.22,  0.21,  0.00,  0.02,   27922166,   24816000,    3102000,   41725693, c++, elite, sing, 8
1009412.exe ,  0.71,  0.22,  0.21,  0.00,  0.02,   28070387,   25056000,    3006000,   42056257, c++, elite, sing, 8
1009412.exe ,  0.72,  0.23,  0.21,  0.00,  0.02,   27863520,   23881000,    3980000,   41937552, c++, elite, sing, 8
1009412.exe ,  0.72,  0.22,  0.21,  0.00,  0.02,   27773959,   23658000,    4114000,   41649270, c++, elite, sing, 8
1009412.exe ,  0.71,  0.22,  0.21,  0.00,  0.02,   27823527,   24842000,    2981000,   41822864, c++, elite, sing, 8
1009412.exe ,  0.72,  0.22,  0.21,  0.00,  0.02,   27577584,   25524000,    2041000,   41426089, c++, elite, sing, 8
1054386.exe ,  0.72,  0.22,  0.22,  0.00,  0.02,   29009213,   26930000,    2071000,   43647268, c++, elite, sing, 8
1054386.exe ,  0.76,  0.23,  0.22,  0.00,  0.02,   29336585,   24448000,    4889000,   42958651, c++, elite, sing, 8
1054386.exe ,  0.72,  0.22,  0.21,  0.00,  0.02,   29360500,   21256000,    8097000,   43352580, c++, elite, sing, 8
1054386.exe ,  0.71,  0.22,  0.22,  0.00,  0.02,   28806307,   27800000,    1029000,   42578395, c++, elite, sing, 8
1054386.exe ,  0.75,  0.23,  0.22,  0.00,  0.02,   29823521,   26844000,    2982000,   43353902, c++, elite, sing, 8
1054386.exe ,  0.74,  0.24,  0.22,  0.00,  0.02,   28758881,   22803000,    5948000,   42743796, c++, elite, sing, 8
1054386.exe ,  0.73,  0.23,  0.22,  0.00,  0.02,   29201241,   25174000,    4027000,   43185828, c++, elite, sing, 8
1054386.exe ,  0.73,  0.23,  0.22,  0.00,  0.02,   29041978,   24197000,    4839000,   43091089, c++, elite, sing, 8
1054386.exe ,  0.73,  0.23,  0.22,  0.00,  0.02,   29230612,   19165000,   10087000,   43261383, c++, elite, sing, 8
1054386.exe ,  0.73,  0.23,  0.22,  0.00,  0.02,   29090926,   20072000,    9032000,   42978330, c++, elite, sing, 8
1055671.exe ,  1.56,  0.50,  0.47,  0.00,  0.04,   61551446,   50647000,   10923000,   75588251, c++, elite, sing, 8
1055671.exe ,  1.57,  0.49,  0.47,  0.00,  0.04,   61605090,   53648000,    7947000,   75631740, c++, elite, sing, 8
1055671.exe ,  1.54,  0.49,  0.47,  0.00,  0.04,   61319159,   56226000,    5020000,   75041531, c++, elite, sing, 8
1055671.exe ,  1.76,  0.56,  0.53,  0.00,  0.04,   69635791,   62509000,    7057000,   83184599, c++, elite, sing, 8
1055671.exe ,  1.57,  0.49,  0.47,  0.00,  0.04,   61877272,   56870000,    4988000,   75717010, c++, elite, sing, 8
1055671.exe ,  1.57,  0.49,  0.47,  0.00,  0.04,   61405728,   53490000,    7924000,   75170603, c++, elite, sing, 8
1055671.exe ,  1.55,  0.49,  0.47,  0.00,  0.04,   61533680,   52602000,    8932000,   75107275, c++, elite, sing, 8
1055671.exe ,  1.56,  0.49,  0.47,  0.00,  0.04,   61471803,   55514000,    5947000,   75307620, c++, elite, sing, 8
1055671.exe ,  1.58,  0.49,  0.47,  0.00,  0.04,   61748730,   55775000,    5975000,   75732666, c++, elite, sing, 8
1055671.exe ,  1.55,  0.49,  0.47,  0.00,  0.04,   61338412,   53261000,    8039000,   75313942, c++, elite, sing, 8
1064013.exe ,  1.26,  0.40,  0.38,  0.00,  0.03,   50027731,   45972000,    3997000,   63963526, c++, elite, sing, 8
1064013.exe ,  1.29,  0.41,  0.38,  0.00,  0.03,   50385962,   42239000,    8045000,   64154347, c++, elite, sing, 8
1064013.exe ,  1.28,  0.40,  0.38,  0.00,  0.03,   50582959,   44642000,    5952000,   64509403, c++, elite, sing, 8
1064013.exe ,  1.29,  0.41,  0.38,  0.00,  0.03,   50559013,   44614000,    5948000,   64169865, c++, elite, sing, 8
1064013.exe ,  1.27,  0.40,  0.38,  0.00,  0.03,   50096318,   45094000,    5010000,   63972325, c++, elite, sing, 8
1064013.exe ,  1.27,  0.40,  0.38,  0.00,  0.03,   50035611,   43033000,    7005000,   63977994, c++, elite, sing, 8
1064013.exe ,  1.27,  0.40,  0.38,  0.00,  0.03,   50228174,   45303000,    4924000,   64099160, c++, elite, sing, 8
1064013.exe ,  1.28,  0.40,  0.38,  0.00,  0.03,   50302458,   44267000,    6036000,   64001933, c++, elite, sing, 8
