file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1017851.exe ,  1.71,  0.56,  0.53,  0.00,  0.04,   67676482,   66262000,    1003000,   82811944, c++, elite, sing, 10
1017851.exe ,  1.68,  0.61,  0.59,  0.00,  0.03,   61820830,   61822000,          0,   74491090, c++, elite, sing, 10
1017851.exe ,  1.69,  0.60,  0.58,  0.00,  0.03,   61875064,   60881000,     998000,   74912198, c++, elite, sing, 10
1017851.exe ,  1.68,  0.62,  0.60,  0.00,  0.03,   62136822,   61131000,    1002000,   74717912, c++, elite, sing, 10
1017851.exe ,  1.72,  0.62,  0.60,  0.00,  0.03,   62524249,   61517000,    1008000,   75832057, c++, elite, sing, 10
1017851.exe ,  1.79,  0.63,  0.60,  0.00,  0.03,   62709930,   61719000,     995000,   75511175, c++, elite, sing, 10
1017851.exe ,  1.67,  0.60,  0.57,  0.00,  0.03,   63269972,   61259000,    1976000,   75874903, c++, elite, sing, 10
1017851.exe ,  1.68,  0.62,  0.60,  0.00,  0.03,   62572990,   62496000,          0,   75053568, c++, elite, sing, 10
1017851.exe ,  1.73,  0.60,  0.57,  0.00,  0.04,   65575150,   63566000,    2017000,   79012033, c++, elite, sing, 10
1017851.exe ,  1.69,  0.60,  0.58,  0.00,  0.03,   64234017,   64231000,          0,   77105478, c++, elite, sing, 10
1222596.exe ,  1.74,  0.64,  0.61,  0.00,  0.03,   64352391,   62278000,    1977000,   76945256, c++, elite, sing, 10
1222596.exe ,  1.74,  0.63,  0.61,  0.00,  0.04,   64468670,   63472000,     991000,   77106789, c++, elite, sing, 10
1222596.exe ,  1.71,  0.62,  0.60,  0.00,  0.03,   64411937,   64448000,          0,   77382474, c++, elite, sing, 10
1222596.exe ,  1.71,  0.62,  0.60,  0.00,  0.03,   64217545,   62254000,    1976000,   77551490, c++, elite, sing, 10
1222596.exe ,  1.75,  0.61,  0.59,  0.00,  0.03,   65790364,   63799000,    1993000,   79255401, c++, elite, sing, 10
1222596.exe ,  1.80,  0.63,  0.61,  0.00,  0.03,   64088235,   62075000,    2002000,   76729290, c++, elite, sing, 10
1222596.exe ,  1.71,  0.61,  0.59,  0.00,  0.03,   64510317,   63498000,    1007000,   77062036, c++, elite, sing, 10
1222596.exe ,  1.73,  0.64,  0.61,  0.00,  0.03,   63951269,   63953000,          0,   76644298, c++, elite, sing, 10
1222596.exe ,  1.67,  0.62,  0.60,  0.00,  0.03,   62622977,   62620000,          0,   75646499, c++, elite, sing, 10
1222596.exe ,  1.73,  0.62,  0.61,  0.00,  0.03,   64779916,   63772000,     996000,   77469327, c++, elite, sing, 10
1333078.exe ,  1.80,  0.66,  0.63,  0.00,  0.04,   66401498,   65402000,    1006000,   80992158, c++, elite, sing, 10
1333078.exe ,  1.79,  0.65,  0.63,  0.00,  0.03,   65974616,   64974000,     999000,   78595279, c++, elite, sing, 10
1333078.exe ,  1.77,  0.64,  0.62,  0.00,  0.04,   66434777,   65431000,    1006000,   79521108, c++, elite, sing, 10
1333078.exe ,  1.77,  0.65,  0.63,  0.00,  0.03,   66222575,   65247000,     988000,   78879944, c++, elite, sing, 10
1333078.exe ,  1.84,  0.64,  0.62,  0.00,  0.03,   67057722,   67075000,          0,   79869360, c++, elite, sing, 10
1333078.exe ,  1.84,  0.66,  0.63,  0.00,  0.03,   65821345,   64826000,     997000,   78548809, c++, elite, sing, 10
1333078.exe ,  1.78,  0.65,  0.63,  0.00,  0.03,   66174682,   65171000,    1002000,   79556525, c++, elite, sing, 10
1333078.exe ,  1.78,  0.64,  0.62,  0.00,  0.03,   67205117,   66222000,     988000,   80107742, c++, elite, sing, 10
1333078.exe ,  1.79,  0.65,  0.62,  0.00,  0.03,   66341720,   66349000,          0,   79167930, c++, elite, sing, 10
1333078.exe ,  1.78,  0.64,  0.62,  0.00,  0.03,   66968056,   66809000,          0,   79832304, c++, elite, sing, 10
1497005.exe ,  2.26,  0.79,  0.75,  0.00,  0.04,   78419241,   76384000,    1984000,   91277696, c++, elite, sing, 10
1497005.exe ,  2.12,  0.76,  0.73,  0.00,  0.04,   80553766,   79553000,     994000,   94018132, c++, elite, sing, 10
1497005.exe ,  2.13,  0.78,  0.74,  0.00,  0.04,   79238896,   76268000,    2971000,   91930017, c++, elite, sing, 10
1497005.exe ,  2.09,  0.76,  0.74,  0.00,  0.04,   78293684,   77300000,    1003000,   90736452, c++, elite, sing, 10
1497005.exe ,  2.11,  0.78,  0.75,  0.00,  0.04,   77858045,   76788000,     997000,   90581404, c++, elite, sing, 10
1497005.exe ,  2.22,  0.78,  0.75,  0.00,  0.04,   77913516,   76919000,     998000,   90721210, c++, elite, sing, 10
1497005.exe ,  2.11,  0.78,  0.75,  0.00,  0.04,   78043811,   76909000,     998000,   90799427, c++, elite, sing, 10
1497005.exe ,  2.13,  0.78,  0.75,  0.00,  0.04,   78476379,   76473000,    1986000,   91021461, c++, elite, sing, 10
1497005.exe ,  2.13,  0.77,  0.74,  0.00,  0.04,   78715477,   76722000,    1992000,   91258652, c++, elite, sing, 10
1497005.exe ,  2.10,  0.77,  0.74,  0.00,  0.04,   78597591,   77604000,     994000,   91780479, c++, elite, sing, 10
1682543.exe ,  1.67,  0.60,  0.58,  0.00,  0.03,   62195000,   61185000,    1003000,   75460608, c++, elite, sing, 10
1682543.exe ,  1.66,  0.61,  0.59,  0.00,  0.03,   61410401,   60422000,     990000,   74321301, c++, elite, sing, 10
1682543.exe ,  1.66,  0.60,  0.58,  0.00,  0.03,   61934821,   61925000,          0,   74854727, c++, elite, sing, 10
1682543.exe ,  1.62,  0.60,  0.57,  0.00,  0.03,   59738279,   57746000,    1991000,   73048498, c++, elite, sing, 10
1682543.exe ,  1.74,  0.62,  0.60,  0.00,  0.03,   61904340,   60861000,     997000,   74932007, c++, elite, sing, 10
1682543.exe ,  1.69,  0.60,  0.58,  0.00,  0.03,   62515852,   61508000,    1008000,   75563383, c++, elite, sing, 10
1682543.exe ,  1.66,  0.61,  0.59,  0.00,  0.03,   61405445,   61367000,          0,   74620564, c++, elite, sing, 10
1682543.exe ,  1.66,  0.61,  0.58,  0.00,  0.03,   61779161,   61739000,          0,   74505306, c++, elite, sing, 10
1682543.exe ,  1.67,  0.61,  0.59,  0.00,  0.03,   62463854,   59491000,    2974000,   75442213, c++, elite, sing, 10
1682543.exe ,  1.66,  0.61,  0.59,  0.00,  0.03,   60973734,   59967000,     999000,   74188534, c++, elite, sing, 10
1738528.exe ,  8.92,  3.38,  3.26,  0.00,  0.17,  339055098,  338033000,    1003000,  352865037, c++, elite, sing, 10
1738528.exe ,  9.09,  3.36,  3.24,  0.00,  0.17,  338294232,  338250000,          0,  351116001, c++, elite, sing, 10
1738528.exe ,  9.04,  3.35,  3.24,  0.00,  0.17,  337478075,  335426000,    1996000,  350127527, c++, elite, sing, 10
1738528.exe ,  9.03,  3.37,  3.25,  0.00,  0.17,  337802417,  335740000,    1998000,  350671940, c++, elite, sing, 10
1738528.exe ,  9.16,  3.37,  3.25,  0.00,  0.17,  338358562,  337332000,    1000000,  351206830, c++, elite, sing, 10
1738528.exe ,  8.95,  3.36,  3.24,  0.00,  0.17,  336497269,  336478000,          0,  349055386, c++, elite, sing, 10
1738528.exe ,  9.28,  3.42,  3.30,  0.00,  0.18,  343266665,  342166000,    1000000,  356013074, c++, elite, sing, 10
1738528.exe ,  9.14,  3.35,  3.23,  0.00,  0.17,  336201674,  335183000,     997000,  349270436, c++, elite, sing, 10
1738528.exe ,  8.89,  3.36,  3.25,  0.00,  0.17,  337626885,  335548000,    1997000,  350836119, c++, elite, sing, 10
1738528.exe ,  9.10,  3.37,  3.25,  0.00,  0.17,  338003506,  336906000,     999000,  351103526, c++, elite, sing, 10
1753870.exe ,  2.40,  0.87,  0.84,  0.00,  0.05,   90545126,   89543000,     994000,  103903496, c++, elite, sing, 10
1753870.exe ,  2.54,  0.90,  0.86,  0.00,  0.05,   92995120,   91997000,     999000,  106260607, c++, elite, sing, 10
1753870.exe ,  2.46,  0.89,  0.86,  0.00,  0.05,   92421079,   92428000,          0,  105520925, c++, elite, sing, 10
1753870.exe ,  2.38,  0.87,  0.85,  0.00,  0.05,   89590117,   87607000,    1991000,  102697374, c++, elite, sing, 10
1753870.exe ,  2.44,  0.89,  0.85,  0.00,  0.05,   91083228,   90079000,    1000000,  104098366, c++, elite, sing, 10
1753870.exe ,  2.42,  0.90,  0.87,  0.00,  0.05,   90246432,   87276000,    2975000,  102885563, c++, elite, sing, 10
1753870.exe ,  2.51,  0.87,  0.83,  0.00,  0.05,   88739708,   86729000,    1993000,  101324974, c++, elite, sing, 10
1753870.exe ,  2.34,  0.87,  0.83,  0.00,  0.04,   86854510,   83872000,    2995000,   99776970, c++, elite, sing, 10
1753870.exe ,  2.40,  0.87,  0.84,  0.00,  0.05,   90138396,   88125000,    2002000,  103123605, c++, elite, sing, 10
1753870.exe ,  2.42,  0.89,  0.86,  0.00,  0.05,   90375948,   89338000,     992000,  103268021, c++, elite, sing, 10
1769129.exe ,  8.30,  3.13,  3.02,  0.00,  0.16,  314306524,  314161000,          0,  327124050, c++, elite, sing, 10
1769129.exe ,  8.62,  3.15,  3.04,  0.00,  0.16,  315772778,  315744000,          0,  328596732, c++, elite, sing, 10
1769129.exe ,  8.33,  3.13,  3.01,  0.00,  0.16,  314323929,  311339000,    2993000,  327099091, c++, elite, sing, 10
1769129.exe ,  8.37,  3.12,  3.02,  0.00,  0.16,  313468613,  313363000,          0,  326237055, c++, elite, sing, 10
1769129.exe ,  8.59,  3.14,  3.03,  0.00,  0.16,  314972745,  314917000,          0,  327866117, c++, elite, sing, 10
1769129.exe ,  8.28,  3.14,  3.02,  0.00,  0.16,  314627712,  311529000,    2995000,  328050692, c++, elite, sing, 10
1769129.exe ,  8.52,  3.15,  3.04,  0.00,  0.16,  317995252,  316972000,     999000,  330721439, c++, elite, sing, 10
1769129.exe ,  8.32,  3.14,  3.02,  0.00,  0.16,  314365798,  313340000,    1001000,  327295090, c++, elite, sing, 10
1769129.exe ,  8.42,  3.15,  3.04,  0.00,  0.16,  316528649,  316477000,          0,  329357867, c++, elite, sing, 10
1769129.exe ,  8.56,  3.15,  3.04,  0.00,  0.16,  315837292,  313811000,    1998000,  328694572, c++, elite, sing, 10
1818972.exe ,  1.57,  0.54,  0.52,  0.00,  0.03,   57463538,   57453000,          0,   70429766, c++, elite, sing, 10
1818972.exe ,  1.57,  0.56,  0.54,  0.00,  0.03,   56394698,   55336000,     988000,   69144205, c++, elite, sing, 10
1818972.exe ,  1.53,  0.56,  0.54,  0.00,  0.03,   56698125,   54557000,    1983000,   69559466, c++, elite, sing, 10
1818972.exe ,  1.56,  0.57,  0.55,  0.00,  0.03,   56833854,   55745000,     995000,   69646332, c++, elite, sing, 10
1818972.exe ,  1.56,  0.57,  0.54,  0.00,  0.03,   56341611,   54256000,    2009000,   69340150, c++, elite, sing, 10
1818972.exe ,  1.53,  0.56,  0.54,  0.00,  0.03,   56110789,   55041000,    1000000,   69198348, c++, elite, sing, 10
1818972.exe ,  1.59,  0.54,  0.53,  0.00,  0.03,   57480084,   57488000,          0,   70415333, c++, elite, sing, 10
1818972.exe ,  1.56,  0.55,  0.53,  0.00,  0.03,   56723438,   54732000,    1990000,   69351819, c++, elite, sing, 10
1818972.exe ,  1.55,  0.55,  0.53,  0.00,  0.03,   56747989,   55749000,     995000,   69329941, c++, elite, sing, 10
1818972.exe ,  1.53,  0.56,  0.54,  0.00,  0.03,   56096434,   54024000,    2000000,   68838677, c++, elite, sing, 10
1943931.exe ,  1.62,  0.56,  0.54,  0.00,  0.03,   61944083,   59941000,    1998000,   74547322, c++, elite, sing, 10
1943931.exe ,  1.61,  0.56,  0.54,  0.00,  0.03,   58179312,   57181000,    1003000,   71215649, c++, elite, sing, 10
1943931.exe ,  1.68,  0.60,  0.57,  0.00,  0.03,   59439350,   58442000,    1007000,   72133436, c++, elite, sing, 10
1943931.exe ,  1.61,  0.57,  0.55,  0.00,  0.03,   60411554,   59432000,     990000,   73390179, c++, elite, sing, 10
1943931.exe ,  1.64,  0.60,  0.58,  0.00,  0.03,   59802591,   58802000,     996000,   72813255, c++, elite, sing, 10
1943931.exe ,  1.58,  0.57,  0.55,  0.00,  0.03,   58425124,   56386000,    1978000,   71224069, c++, elite, sing, 10
1943931.exe ,  1.58,  0.57,  0.55,  0.00,  0.03,   58177086,   56208000,    1972000,   70914519, c++, elite, sing, 10
1943931.exe ,  1.67,  0.59,  0.57,  0.00,  0.03,   59301370,   59204000,          0,   71812918, c++, elite, sing, 10
1943931.exe ,  1.60,  0.57,  0.55,  0.00,  0.03,   58189139,   55227000,    2958000,   70923925, c++, elite, sing, 10
1943931.exe ,  1.61,  0.58,  0.55,  0.00,  0.03,   58445921,   56458000,    1980000,   71133869, c++, elite, sing, 10
1968707.exe ,  2.51,  0.93,  0.90,  0.00,  0.05,   93763444,   91719000,    1972000,  107172268, c++, elite, sing, 10
1968707.exe ,  2.61,  0.94,  0.90,  0.00,  0.05,   95788034,   93782000,    1995000,  108413793, c++, elite, sing, 10
1968707.exe ,  2.50,  0.90,  0.87,  0.00,  0.05,   92071752,   91079000,    1000000,  105152796, c++, elite, sing, 10
1968707.exe ,  2.51,  0.93,  0.89,  0.00,  0.05,   92710474,   91707000,     996000,  105591905, c++, elite, sing, 10
1968707.exe ,  2.47,  0.89,  0.86,  0.00,  0.05,   92634776,   91634000,     996000,  105334446, c++, elite, sing, 10
1968707.exe ,  2.48,  0.91,  0.87,  0.00,  0.05,   92890465,   92884000,          0,  105544134, c++, elite, sing, 10
1968707.exe ,  2.64,  0.91,  0.88,  0.00,  0.05,   91979710,   90901000,     998000,  104659075, c++, elite, sing, 10
1968707.exe ,  2.51,  0.90,  0.86,  0.00,  0.05,   93522719,   91488000,    1988000,  106314639, c++, elite, sing, 10
1968707.exe ,  2.52,  0.92,  0.89,  0.00,  0.05,   94102645,   92094000,    2002000,  106890780, c++, elite, sing, 10
1968707.exe ,  2.60,  0.92,  0.89,  0.00,  0.05,   94362060,   93369000,     993000,  107383282, c++, elite, sing, 10
2174475.exe ,  1.65,  0.60,  0.58,  0.00,  0.03,   60135864,   59105000,     985000,   74020279, c++, elite, sing, 10
2174475.exe ,  1.62,  0.59,  0.58,  0.00,  0.03,   59775482,   57786000,    1992000,   72261763, c++, elite, sing, 10
2174475.exe ,  1.68,  0.60,  0.57,  0.00,  0.03,   60149376,   60089000,          0,   73099606, c++, elite, sing, 10
2174475.exe ,  1.65,  0.60,  0.58,  0.00,  0.03,   60127051,   59044000,    1000000,   73043787, c++, elite, sing, 10
2174475.exe ,  1.74,  0.59,  0.57,  0.00,  0.03,   61144853,   61062000,          0,   74482230, c++, elite, sing, 10
2174475.exe ,  1.64,  0.59,  0.57,  0.00,  0.03,   60192411,   57156000,    2956000,   72723210, c++, elite, sing, 10
2174475.exe ,  1.66,  0.59,  0.57,  0.00,  0.03,   60469476,   60467000,          0,   73052033, c++, elite, sing, 10
2174475.exe ,  1.64,  0.59,  0.57,  0.00,  0.03,   60155641,   59078000,    1001000,   72801671, c++, elite, sing, 10
2174475.exe ,  1.62,  0.59,  0.57,  0.00,  0.03,   59710077,   58733000,     995000,   72758697, c++, elite, sing, 10
