file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1097695.exe , 14.58,  1.39,  1.08,  0.00,  0.44,  865685997,  732450000,  132900000,  917503094, c++, elite, mult, 1
1097695.exe , 14.15,  1.41,  1.10,  0.00,  0.44,  864387693,  724256000,  140049000,  915564673, c++, elite, mult, 1
1097695.exe , 14.11,  1.40,  1.10,  0.00,  0.44,  866309995,  714211000,  152044000,  917228031, c++, elite, mult, 1
1097695.exe , 14.07,  1.41,  1.11,  0.00,  0.44,  863939076,  735750000,  128130000,  915016757, c++, elite, mult, 1
1097695.exe , 14.23,  1.41,  1.11,  0.00,  0.44,  865396890,  722044000,  142613000,  916564754, c++, elite, mult, 1
1097695.exe , 14.14,  1.42,  1.11,  0.00,  0.44,  866741027,  737744000,  128955000,  917935219, c++, elite, mult, 1
1097695.exe , 14.17,  1.43,  1.12,  0.00,  0.44,  867164392,  727254000,  139856000,  918351790, c++, elite, mult, 1
1097695.exe , 14.11,  1.42,  1.11,  0.00,  0.44,  868519304,  736462000,  132082000,  919468303, c++, elite, mult, 1
1097695.exe , 14.17,  1.41,  1.09,  0.00,  0.44,  867089050,  715076000,  152016000,  918069371, c++, elite, mult, 1
1097695.exe , 14.46,  1.39,  1.07,  0.00,  0.45,  871541015,  712179000,  159040000,  922631947, c++, elite, mult, 1
1316078.exe ,  8.33,  0.85,  0.67,  0.00,  0.26,  503401755,  494405000,    9007000,  554403974, c++, elite, mult, 1
1316078.exe ,  8.18,  0.82,  0.64,  0.00,  0.25,  499117419,  493178000,    6002000,  550042102, c++, elite, mult, 1
1316078.exe ,  8.23,  0.84,  0.66,  0.00,  0.26,  500054539,  492131000,    7985000,  551056597, c++, elite, mult, 1
1316078.exe ,  8.31,  0.85,  0.67,  0.00,  0.26,  500326162,  491238000,    9004000,  551285513, c++, elite, mult, 1
1316078.exe ,  8.21,  0.84,  0.66,  0.00,  0.26,  501221819,  492264000,    9004000,  552099536, c++, elite, mult, 1
1316078.exe ,  8.28,  0.82,  0.64,  0.00,  0.26,  501302270,  491287000,   10005000,  552440672, c++, elite, mult, 1
1316078.exe ,  8.34,  0.84,  0.66,  0.00,  0.26,  500968725,  493520000,    6993000,  551963162, c++, elite, mult, 1
1316078.exe ,  8.26,  0.86,  0.68,  0.00,  0.26,  499384662,  490357000,    8988000,  553094110, c++, elite, mult, 1
1316078.exe ,  8.21,  0.85,  0.67,  0.00,  0.26,  500121322,  492165000,    8002000,  551282955, c++, elite, mult, 1
1316078.exe ,  8.32,  0.86,  0.68,  0.00,  0.26,  500531506,  490435000,    9988000,  551611687, c++, elite, mult, 1
1359491.exe ,  9.12,  0.89,  0.70,  0.00,  0.28,  548747654,  538584000,    9992000,  599787423, c++, elite, mult, 1
1359491.exe ,  9.09,  0.89,  0.70,  0.00,  0.28,  549761716,  542536000,    6994000,  600872983, c++, elite, mult, 1
1359491.exe ,  9.06,  0.88,  0.68,  0.00,  0.28,  549466407,  544480000,    4995000,  600570455, c++, elite, mult, 1
1359491.exe ,  9.01,  0.91,  0.72,  0.00,  0.28,  548188156,  541273000,    7003000,  599407627, c++, elite, mult, 1
1359491.exe ,  9.06,  0.90,  0.70,  0.00,  0.28,  548537016,  542399000,    5993000,  599601283, c++, elite, mult, 1
1359491.exe ,  9.04,  0.90,  0.70,  0.00,  0.28,  549790747,  542818000,    6997000,  600809810, c++, elite, mult, 1
1359491.exe ,  9.02,  0.87,  0.68,  0.00,  0.28,  547235942,  537325000,   10006000,  598451764, c++, elite, mult, 1
1359491.exe ,  9.08,  0.85,  0.65,  0.00,  0.28,  548188495,  539130000,    9002000,  599338140, c++, elite, mult, 1
1359491.exe ,  9.05,  0.82,  0.63,  0.00,  0.28,  548838626,  539654000,    8994000,  599760080, c++, elite, mult, 1
1359491.exe ,  8.98,  0.84,  0.64,  0.00,  0.28,  549225718,  542292000,    7003000,  600531423, c++, elite, mult, 1
1375143.exe , 18.76,  1.75,  1.35,  0.00,  0.58, 1138203130,  874067000,  264020000, 1189159953, c++, elite, mult, 1
1375143.exe , 18.82,  1.81,  1.40,  0.00,  0.58, 1146747532,  820550000,  326219000, 1197835281, c++, elite, mult, 1
1375143.exe , 18.72,  1.80,  1.39,  0.00,  0.58, 1139414316,  867534000,  271853000, 1190601683, c++, elite, mult, 1
1375143.exe , 18.87,  1.81,  1.41,  0.00,  0.58, 1144018845,  832023000,  312008000, 1195052003, c++, elite, mult, 1
1375143.exe , 18.53,  1.82,  1.42,  0.00,  0.58, 1140510746,  912607000,  227902000, 1191577830, c++, elite, mult, 1
1375143.exe , 18.62,  1.84,  1.43,  0.00,  0.58, 1141952078,  901799000,  239946000, 1192929882, c++, elite, mult, 1
1375143.exe , 18.71,  1.85,  1.44,  0.00,  0.59, 1144655564,  868472000,  276150000, 1195568087, c++, elite, mult, 1
1375143.exe , 18.61,  1.82,  1.41,  0.00,  0.59, 1145483308,  850395000,  295137000, 1196707325, c++, elite, mult, 1
1375143.exe , 18.60,  1.80,  1.40,  0.00,  0.58, 1143124608,  825410000,  317772000, 1194176335, c++, elite, mult, 1
1375143.exe , 18.58,  1.80,  1.40,  0.00,  0.58, 1144281665,  893217000,  251061000, 1195236809, c++, elite, mult, 1
1403565.exe ,  8.53,  0.89,  0.71,  0.00,  0.26,  512860823,  504780000,    7996000,  564052697, c++, elite, mult, 1
1403565.exe ,  8.40,  0.87,  0.69,  0.00,  0.26,  512548105,  504504000,    7992000,  563638566, c++, elite, mult, 1
1403565.exe ,  8.44,  0.90,  0.71,  0.00,  0.26,  512831505,  504822000,    8013000,  563766009, c++, elite, mult, 1
1403565.exe ,  8.47,  0.88,  0.69,  0.00,  0.26,  512346345,  505372000,    7005000,  563510532, c++, elite, mult, 1
1403565.exe ,  8.52,  0.87,  0.69,  0.00,  0.26,  512359951,  503416000,    8989000,  564217640, c++, elite, mult, 1
1403565.exe ,  8.47,  0.88,  0.70,  0.00,  0.26,  512738700,  503749000,    8995000,  563891159, c++, elite, mult, 1
