file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1267787.exe ,  7.61,  0.84,  0.68,  0.00,  0.22,  426672799,  410980000,   14999000,  466200763, c++, elite, mult, 2
1267787.exe ,  6.95,  0.82,  0.67,  0.00,  0.21,  410570798,  391530000,   19025000,  455653652, c++, elite, mult, 2
1267787.exe ,  6.85,  0.80,  0.65,  0.00,  0.21,  405123068,  387113000,   18005000,  446741644, c++, elite, mult, 2
1267787.exe ,  6.93,  0.82,  0.67,  0.00,  0.21,  414370319,  399365000,   15013000,  458039104, c++, elite, mult, 2
1267787.exe ,  7.01,  0.83,  0.68,  0.00,  0.22,  419466529,  406494000,   13015000,  464409993, c++, elite, mult, 2
1267787.exe ,  7.19,  0.84,  0.68,  0.00,  0.22,  425098066,  400176000,   24948000,  470551867, c++, elite, mult, 2
1267787.exe ,  6.78,  0.80,  0.65,  0.00,  0.21,  404157806,  390220000,   14007000,  446426098, c++, elite, mult, 2
1267787.exe ,  7.03,  0.82,  0.67,  0.00,  0.21,  414954819,  401961000,   12998000,  457566406, c++, elite, mult, 2
1267787.exe ,  6.99,  0.82,  0.67,  0.00,  0.21,  414816199,  401755000,   12992000,  459091805, c++, elite, mult, 2
1267787.exe ,  7.02,  0.81,  0.66,  0.00,  0.21,  411674025,  398665000,   13021000,  455573267, c++, elite, mult, 2
1327269.exe ,  7.60,  0.88,  0.72,  0.00,  0.25,  447154715,  414154000,   33012000,  491561373, c++, elite, mult, 2
1327269.exe ,  9.36,  1.08,  0.89,  0.00,  0.31,  551668680,  515599000,   36041000,  595514767, c++, elite, mult, 2
1327269.exe ,  8.32,  0.97,  0.79,  0.00,  0.27,  493448671,  460468000,   33033000,  537535339, c++, elite, mult, 2
1327269.exe ,  7.32,  0.85,  0.69,  0.00,  0.24,  430822990,  400613000,   29971000,  474637197, c++, elite, mult, 2
1327269.exe ,  7.19,  0.84,  0.69,  0.00,  0.24,  426038886,  398978000,   26998000,  469491392, c++, elite, mult, 2
1327269.exe ,  8.11,  0.95,  0.78,  0.00,  0.27,  484137228,  439998000,   44100000,  528994098, c++, elite, mult, 2
1327269.exe ,  8.66,  1.01,  0.83,  0.00,  0.28,  512902595,  473862000,   38988000,  557904035, c++, elite, mult, 2
1327269.exe ,  7.89,  0.92,  0.75,  0.00,  0.26,  468707738,  425537000,   43054000,  510457000, c++, elite, mult, 2
1327269.exe ,  7.50,  0.86,  0.70,  0.00,  0.24,  436488688,  396430000,   40043000,  477109786, c++, elite, mult, 2
1327269.exe ,  7.87,  0.92,  0.75,  0.00,  0.26,  465964123,  416901000,   48988000,  507526242, c++, elite, mult, 2
1343486.exe ,  6.48,  0.74,  0.61,  0.00,  0.19,  377427918,  363424000,   14016000,  418537360, c++, elite, mult, 2
1343486.exe ,  6.46,  0.74,  0.61,  0.00,  0.19,  376496464,  362521000,   14020000,  418475814, c++, elite, mult, 2
1343486.exe ,  6.21,  0.72,  0.59,  0.00,  0.19,  366072196,  352866000,   13032000,  405096367, c++, elite, mult, 2
