file,psys,pkg,cores,gpu,ram,duration_time,user_time,system_time,perf_time,lang,machine,cores,power_limit
1044060.exe ,  4.21,  1.60,  1.54,  0.00,  0.08,  132582192,  115052000,   17007000,  153787062, c++, elite, sing, 15
1044060.exe ,  4.11,  1.60,  1.55,  0.00,  0.08,  127482679,  116396000,   10943000,  139776118, c++, elite, sing, 15
1044060.exe ,  4.10,  1.62,  1.57,  0.00,  0.08,  130317855,  114216000,   15891000,  142491744, c++, elite, sing, 15
1044060.exe ,  4.02,  1.59,  1.55,  0.00,  0.08,  128152444,  116961000,   10996000,  140418225, c++, elite, sing, 15
1044060.exe ,  4.10,  1.61,  1.56,  0.00,  0.08,  127814958,  122493000,    4979000,  140049118, c++, elite, sing, 15
1044060.exe ,  4.11,  1.59,  1.55,  0.00,  0.08,  127820452,  111567000,   16081000,  140048021, c++, elite, sing, 15
1044060.exe ,  4.10,  1.63,  1.58,  0.00,  0.08,  129592529,  114345000,   15045000,  141906378, c++, elite, sing, 15
1044060.exe ,  4.06,  1.60,  1.56,  0.00,  0.08,  128350025,  118195000,    9932000,  140573416, c++, elite, sing, 15
1044060.exe ,  4.20,  1.60,  1.56,  0.00,  0.08,  127823724,  114654000,   12960000,  140002426, c++, elite, sing, 15
1044060.exe ,  4.03,  1.59,  1.54,  0.00,  0.08,  127439103,  119109000,    8007000,  139694003, c++, elite, sing, 15
1056877.exe ,  3.99,  1.53,  1.48,  0.00,  0.08,  121679277,  118639000,    3016000,  133958794, c++, elite, sing, 15
1056877.exe ,  3.80,  1.50,  1.46,  0.00,  0.07,  121379133,  116313000,    5013000,  133607851, c++, elite, sing, 15
1056877.exe ,  3.88,  1.53,  1.48,  0.00,  0.08,  122285711,  116241000,    6012000,  134525223, c++, elite, sing, 15
1056877.exe ,  3.85,  1.53,  1.49,  0.00,  0.08,  122320873,  117275000,    5011000,  134614174, c++, elite, sing, 15
1056877.exe ,  4.37,  1.71,  1.66,  0.00,  0.09,  131952440,  125928000,    5996000,  144575752, c++, elite, sing, 15
1056877.exe ,  3.83,  1.52,  1.47,  0.00,  0.07,  121259870,  115217000,    6011000,  133576347, c++, elite, sing, 15
1056877.exe ,  3.93,  1.55,  1.51,  0.00,  0.08,  123340920,  119264000,    3975000,  135561767, c++, elite, sing, 15
1056877.exe ,  4.01,  1.54,  1.49,  0.00,  0.08,  123151412,  114117000,    9009000,  135518210, c++, elite, sing, 15
1056877.exe ,  3.89,  1.50,  1.46,  0.00,  0.08,  121584172,  117566000,    3985000,  133929826, c++, elite, sing, 15
1056877.exe ,  3.87,  1.53,  1.48,  0.00,  0.08,  121534494,  117470000,    4016000,  133826602, c++, elite, sing, 15
1110958.exe ,  1.57,  0.61,  0.59,  0.00,  0.03,   50281734,   46175000,    4015000,   63696227, c++, elite, sing, 15
